"Date_sold","Likes","Designer","Model","Price_sold","Condition","Material","Color","Width","Height","Depth","Location","Seller","Sold_with","Online_since","Reference","Seller_title","Address","Initial_price","Link"
NA,10,"Louis Vuitton ",NA,"280","Very good condition","Patent leather ","White ","32 cm","19 cm",NA,"Latvia"," lux","","01/06/2020 ","10550755","",NA,310,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-patent-leather-louis-vuitton-handbag-10550755.shtml"
NA,5,"Louis Vuitton ","Houston ","280","Good condition","Patent leather ","Brown ","24 cm","17 cm","10 cm","France","eliane","","27/05/2020 ","10498977","",NA,350,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-patent-leather-houston-louis-vuitton-handbag-10498977.shtml"
NA,9,"Louis Vuitton ","Nile ","280","Good condition","Cloth ","Brown ","30 cm","20 cm","12 cm","Italy","giovi","","26/05/2020 ","10478003","",NA,350,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-nile-louis-vuitton-handbag-10478003.shtml"
NA,29,"Louis Vuitton ",NA,"280","Good condition","Cloth ","Brown ","35.6 cm","25.4 cm","10.2 cm","Spain","Kristine","","22/05/2020 ","10443683","",NA,425,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10443683.shtml"
NA,3,"Louis Vuitton ","Papillon ","280","Fair condition","Cloth ","Brown ","30 cm","16 cm","15 cm","Italy","paola","","19/05/2020 ","10401196","Professional seller",NA,320,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-10401196.shtml"
NA,5,"Louis Vuitton ",NA,"280","Good condition","Leather ","Ecru ","35 cm","25 cm","13 cm","Monaco","claudia","","17/05/2020 ","10357499","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/ecru-leather-louis-vuitton-handbag-10357499.shtml"
NA,81,"Louis Vuitton ","Noé ","280","Fair condition","Cloth ","Brown ","26 cm","34 cm","19 cm","Spain","lourdes","","13/05/2020 ","10323314","",NA,295,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10323314.shtml"
NA,15,"Louis Vuitton ","Menilmontant  ","280","Fair condition","Cloth ","Brown ","32 cm","26 cm","10 cm","Italy","stefania","","12/05/2020 ","10272693","",NA,280,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-menilmontant-louis-vuitton-handbag-10272693.shtml"
NA,1,"Louis Vuitton ","Saumur ","280","Good condition","Cloth ","Brown ","45 cm","55 cm","15 cm","Italy","Giancarlo","","11/05/2020 ","10293110","",NA,380,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-10293110.shtml"
NA,49,"Louis Vuitton ","Wilshire ","280","Very good condition","Patent leather ","Black ","12 cm","26.5 cm","17 cm","Spain","Alvaro","","11/05/2020 ","10289802","",NA,700,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-patent-leather-wilshire-louis-vuitton-handbag-10289802.shtml"
NA,5,"Louis Vuitton ","Lockit Vertical ","280","Good condition","Cloth ","Other ","28 cm","28 cm","12 cm","Italy","chiara","","04/05/2020 ","10202480","",NA,320,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-lockit-vertical-louis-vuitton-handbag-10202480.shtml"
NA,8,"Louis Vuitton ",NA,"280","Very good condition","Leather ","Ecru ","38 cm","21 cm","17 cm","France","vogue","","15/04/2020 ","9963864","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/ecru-leather-louis-vuitton-handbag-9963864.shtml"
NA,16,"Louis Vuitton ","Alma ","280","Fair condition","Cloth ","Brown ","30 cm","24 cm","16 cm","France","nivuniconnuparis","","19/03/2020 ","9747753","",NA,395,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-louis-vuitton-handbag-9747753.shtml"
NA,2,"Louis Vuitton ","Maman ","280","Good condition","Cloth ","Khaki ","43 cm","30 cm","7 cm","France","jenn","Dustbag","16/03/2020 ","9731380","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/khaki-cloth-maman-louis-vuitton-handbag-9731380.shtml"
NA,26,"Louis Vuitton ","Noé ","280","Good condition","Leather ","Brown ","28 cm","30 cm","20 cm","Italy","cristina","","10/03/2020 ","9660036","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-noe-louis-vuitton-handbag-9660036.shtml"
NA,42,"Louis Vuitton ","Bucket  ","280","Good condition","Cloth ","Other ","28 cm","25 cm","15 cm","Greece","Maria","","14/02/2020 ","9441921","",NA,370,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-bucket-louis-vuitton-handbag-9441921.shtml"
NA,39,"Louis Vuitton ","Houston ","280","Very good condition","Patent leather ","Other ","29 cm","25.4 cm","14.5 cm","Ireland","shauna","","05/02/2020 ","9355755","",NA,340,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/patent-leather-houston-louis-vuitton-handbag-9355755.shtml"
NA,16,"Louis Vuitton ","Salsa ","280","Good condition","Cloth ","Brown ","22 cm","24 cm","4 cm","Portugal","Sara de Noronha Pimentel","","28/12/2019 ","9049203","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-salsa-louis-vuitton-handbag-9049203.shtml"
NA,28,"Louis Vuitton ","Speedy ","280","Fair condition","Cloth ","Brown ","25 cm","40 cm","20 cm","Belgium","valérie","","23/12/2019 ","9026684","",NA,305,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-9026684.shtml"
NA,53,"Louis Vuitton ",NA,"280","Good condition","Leather ","Brown ",NA,NA,NA,"Italy","sofia","","30/05/2018 ","5745360","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-louis-vuitton-handbag-5745360.shtml"
NA,33,"Louis Vuitton ",NA,"280.03","Good condition","Cloth ","Silver ","4 cm","13 cm",NA,"United States","bagriculture","","24/09/2019 ","8284313","Professional seller",NA,560.05,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/silver-cloth-louis-vuitton-handbag-8284313.shtml"
NA,28,"Louis Vuitton ","Bucket  ","280.18","Fair condition","Cloth ","Brown ","22.1 cm","25.4 cm","17.8 cm","United States","alma","","04/06/2020 ","10581258","",NA,339.02,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-10581258.shtml"
NA,3,"Louis Vuitton ","Petit Noé trunk ","280.27","Fair condition","Leather ","Yellow ",NA,NA,NA,"Japan","Brand street tokyo","","05/09/2020 ","11665813","Professional seller",NA,317.01,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-leather-petit-noe-trunk-louis-vuitton-handbag-11665813.shtml"
NA,52,"Louis Vuitton ",NA,"280.61","Very good condition","Cloth ","Brown ","1 cm","1 cm","1 cm","Italy","stefania ","","29/04/2020 ","10147079","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10147079.shtml"
NA,4,"Louis Vuitton ","Papillon ","280.91","Good condition","Cloth ","Brown ","30.2 cm","15 cm","15 cm","United States","Margie","","03/07/2020 ","10944491","",NA,290.59,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-10944491.shtml"
NA,36,"Louis Vuitton ","Batignolles ","280.94","Good condition","Cloth ","Brown ","38 cm","25 cm","12 cm","Germany","virginia","","12/10/2020 ","12238123","",NA,280.94,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-batignolles-louis-vuitton-handbag-12238123.shtml"
NA,20,"Louis Vuitton ","Speedy ","281","Fair condition","Cloth ","Brown ",NA,NA,NA,"Switzerland","Fancy Lux","","12/05/2020 ","10326041","Professional seller",NA,470,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10326041.shtml"
NA,7,"Louis Vuitton ","Françoise  ","281.25","Very good condition","Cloth ","Khaki ","27 cm","30 cm","2 cm","Slovakia","dominika","","24/10/2020 ","12431875","",NA,319,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/khaki-cloth-francoise-louis-vuitton-handbag-12431875.shtml"
NA,19,"Louis Vuitton ","Alma ","281.79","Fair condition","Leather ","Black ",NA,NA,NA,"Japan","Brand street tokyo","","14/08/2020 ","11408805","Professional seller",NA,281.79,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-alma-louis-vuitton-handbag-11408805.shtml"
NA,9,"Louis Vuitton ","Alma ","281.79","Good condition","Cloth ","Blue ",NA,NA,NA,"Japan","Brand street tokyo","","07/08/2020 ","11340270","Professional seller",NA,317.01,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-cloth-alma-louis-vuitton-handbag-11340270.shtml"
NA,1,"Louis Vuitton ",NA,"281.79","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","31/07/2020 ","11270531","Professional seller",NA,281.79,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11270531.shtml"
NA,12,"Louis Vuitton ","Speedy ","281.79","Fair condition","Cloth ","Brown ","35.6 cm","15.2 cm",NA,"United States","Sharon","","26/07/2020 ","11210772","",NA,281.79,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11210772.shtml"
NA,4,"Louis Vuitton ","Amazon ","281.79","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","Brand street tokyo","","24/07/2020 ","11198129","Professional seller",NA,281.79,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-amazon-louis-vuitton-handbag-11198129.shtml"
NA,9,"Louis Vuitton ",NA,"281.79","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","22/07/2020 ","11165321","Professional seller",NA,281.79,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11165321.shtml"
NA,9,"Louis Vuitton ","Randonnée ","281.79","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","14/06/2020 ","10712404","Professional seller",NA,308.2,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-randonnee-louis-vuitton-handbag-10712404.shtml"
NA,7,"Louis Vuitton ",NA,"281.79","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","12/06/2020 ","10692202","Professional seller",NA,281.79,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10692202.shtml"
NA,6,"Louis Vuitton ",NA,"281.79","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","22/05/2020 ","10439422","Professional seller",NA,281.79,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10439422.shtml"
NA,60,"Louis Vuitton ","Noé ","281.79","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","01/05/2020 ","10168230","Professional seller",NA,281.79,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10168230.shtml"
NA,158,"Louis Vuitton ","Noé ","281.79","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","21/04/2020 ","10053344","Professional seller",NA,281.79,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10053344.shtml"
NA,23,"Louis Vuitton ","Chantilly ","281.79","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","06/04/2020 ","9886807","Professional seller",NA,281.79,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-chantilly-louis-vuitton-handbag-9886807.shtml"
NA,21,"Louis Vuitton ","Nile ","281.79","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","27/12/2019 ","9042573","Professional seller",NA,405.07,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-nile-louis-vuitton-handbag-9042573.shtml"
NA,74,"Louis Vuitton ","Speedy ","281.83","Fair condition","Cloth ","White ","30 cm","21 cm","18 cm","Hong Kong","grace","","01/10/2019 ","8336657","",NA,391.96,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-speedy-louis-vuitton-handbag-8336657.shtml"
NA,4,"Louis Vuitton ","Riviera  ","281.87","Fair condition","Leather ","Red ","35.5 cm","27.5 cm","16.8 cm","United Kingdom","Aki","","30/05/2020 ","10537269","",NA,659.82,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-leather-riviera-louis-vuitton-handbag-10537269.shtml"
NA,31,"Louis Vuitton ","Bucket  ","282","Good condition","Cloth ","Brown ","27 cm","35 cm","20 cm","Germany","rebecca ","","01/07/2020 ","10923812","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-10923812.shtml"
NA,7,"Louis Vuitton ","Houston ","282","Very good condition","Patent leather ","Green ","31 cm","18 cm","10 cm","France","victoria ","","23/04/2020 ","10067357","",NA,350,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/green-patent-leather-houston-louis-vuitton-handbag-10067357.shtml"
NA,7,"Louis Vuitton ","Melrose ","282.07","Fair condition","Patent leather ","Other ","30 cm","21 cm",NA,"Denmark","Noor","","21/07/2020 ","11155753","",NA,299,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/patent-leather-melrose-louis-vuitton-handbag-11155753.shtml"
NA,12,"Louis Vuitton ","Papillon ","282.11","Fair condition","Patent leather ","Yellow ","30 cm","15 cm","15 cm","Romania","creditamanet","","30/06/2020 ","10905039","Professional seller",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-patent-leather-papillon-louis-vuitton-handbag-10905039.shtml"
NA,5,"Louis Vuitton ","Piano ","282.11","Good condition","Patent leather ","Yellow ","29 cm","25 cm","14,5 cm","Spain","kewaybags","","14/11/2019 ","8708440","Professional seller",NA,350,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-patent-leather-piano-louis-vuitton-handbag-8708440.shtml"
NA,22,"Louis Vuitton ",NA,"282.13","Very good condition","Patent leather ","White ","22.1 cm","15.5 cm","7.9 cm","United Kingdom","Lyndsey","Original box","12/07/2020 ","11038924","",NA,341.29,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-patent-leather-louis-vuitton-handbag-11038924.shtml"
NA,14,"Louis Vuitton ","Cartouchière ","282.13","Fair condition","Cloth ","Brown ","25.4 cm","20.3 cm","8.9 cm","United Kingdom","Karen","Dustbag","05/05/2020 ","10223317","",NA,307.16,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-cartouchiere-louis-vuitton-handbag-10223317.shtml"
NA,6,"Louis Vuitton ","Batignolles ","283.27","Very good condition","Cloth ","Brown ","25.4 cm","22.9 cm","15.2 cm","United Kingdom","emma","","21/09/2020 ","11868930","",NA,398.17,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-batignolles-louis-vuitton-handbag-11868930.shtml"
NA,56,"Louis Vuitton ","Saint Cloud vintage ","283.55","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","kingram","","26/05/2020 ","10485718","Professional seller",NA,283.55,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saint-cloud-vintage-louis-vuitton-handbag-10485718.shtml"
NA,70,"Louis Vuitton ","Noé ","284","Fair condition","Leather ","Brown ","40 cm","34 cm","18.5 cm","Switzerland","Fancy Lux","","29/05/2020 ","10520260","Professional seller",NA,355,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-noe-louis-vuitton-handbag-10520260.shtml"
NA,41,"Louis Vuitton ","Batignolles ","284.03","Good condition","Cloth ","Brown ","38 cm","25 cm","12 cm","Hong Kong","eva","Dustbag","24/06/2020 ","10838806","",NA,295.39,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-batignolles-louis-vuitton-handbag-10838806.shtml"
NA,45,"Louis Vuitton ",NA,"284.03","Very good condition","Leather ","Other ","14 cm","9 cm","1 cm","Hong Kong","Lindsay","","20/05/2020 ","10369537","",NA,284.03,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/leather-louis-vuitton-handbag-10369537.shtml"
NA,9,"Louis Vuitton ","Boulogne ","284.27","Fair condition","Cloth ","Brown ","30.5 cm","22.9 cm","10.2 cm","United Kingdom","grace","","14/05/2020 ","10353105","",NA,407.27,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-boulogne-louis-vuitton-handbag-10353105.shtml"
NA,43,"Louis Vuitton ","Nile ","284.41","Good condition","Cloth ","Brown ","28 cm","20 cm","13 cm","United Kingdom","song  ","","30/08/2020 ","11567666","",NA,364.04,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-nile-louis-vuitton-handbag-11567666.shtml"
NA,10,"Louis Vuitton ","Speedy ","284.41","Good condition","Cloth ","Brown ","30.5 cm","20.3 cm","17.8 cm","United Kingdom","janette","Dustbag","24/08/2020 ","11513975","",NA,284.41,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11513975.shtml"
NA,12,"Louis Vuitton ","Papillon ","284.41","Good condition","Patent leather ","Beige ","30.5 cm","15.2 cm","15.2 cm","Netherlands","SM","","08/08/2020 ","11339623","",NA,477.8,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-papillon-louis-vuitton-handbag-11339623.shtml"
NA,15,"Louis Vuitton ",NA,"284.41","Very good condition","Leather ","Orange ","29.2 cm","25.4 cm","5.1 cm","United Kingdom","puja","","07/08/2020 ","11330219","",NA,341.29,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/orange-leather-louis-vuitton-handbag-11330219.shtml"
NA,13,"Louis Vuitton ","Jeune fille  ","284.41","Fair condition","Cloth ","Brown ","17.8 cm","25.4 cm","5.1 cm","United Kingdom","Anna","","03/08/2020 ","11298378","",NA,284.41,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-jeune-fille-louis-vuitton-handbag-11298378.shtml"
NA,2,"Louis Vuitton ","Palermo ","284.41","Fair condition","Cloth ","Brown ","35 cm","35 cm","19 cm","United Kingdom","song  ","","29/07/2020 ","11239243","",NA,307.16,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-palermo-louis-vuitton-handbag-11239243.shtml"
NA,15,"Louis Vuitton ","Speedy ","284.41","Fair condition","Cloth ","White ","36 cm","25 cm","20 cm","United Kingdom","lauren","","04/07/2020 ","10958357","",NA,323.88,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-speedy-louis-vuitton-handbag-10958357.shtml"
NA,6,"Louis Vuitton ","Looping ","284.41","Good condition","Cloth ","Brown ","24.1 cm","20.3 cm","10.2 cm","United Kingdom","jolita","","24/06/2020 ","10838834","",NA,284.41,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-looping-louis-vuitton-handbag-10838834.shtml"
NA,5,"Louis Vuitton ",NA,"284.41","Very good condition","Cloth ","Brown ","30.5 cm","22.9 cm","22.9 cm","United Kingdom","sallyann","","15/06/2020 ","10721775","",NA,284.41,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10721775.shtml"
NA,61,"Louis Vuitton ","Danube ","284.41","Good condition","Leather ","Black ","15.2 cm","20.3 cm","5.1 cm","Ukraine","Antonina","","01/06/2020 ","10545003","",NA,284.41,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-danube-louis-vuitton-handbag-10545003.shtml"
NA,1,"Louis Vuitton ",NA,"284.41","Good condition","Leather ","Green ","45 cm","27 cm",NA,"United Kingdom","hatice","","30/05/2020 ","10536097","",NA,284.41,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/green-leather-louis-vuitton-handbag-10536097.shtml"
NA,70,"Louis Vuitton ","Jeune fille  ","284.41","Good condition","Leather ","Green ","24 cm","18 cm","6 cm","United Kingdom","jacqueline","","28/05/2020 ","10505140","",NA,398.17,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/green-leather-jeune-fille-louis-vuitton-handbag-10505140.shtml"
NA,17,"Louis Vuitton ","Figheri ","284.41","Fair condition","Cloth ","White ","31.8 cm","25.4 cm","14 cm","United Kingdom","liu","","03/04/2020 ","9864506","",NA,426.61,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-figheri-louis-vuitton-handbag-9864506.shtml"
NA,24,"Louis Vuitton ",NA,"284.41","Good condition","Cloth ","Brown ",NA,NA,NA,"United Kingdom","haute ","","01/03/2020 ","9592561","Professional seller",NA,356.08,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-9592561.shtml"
NA,87,"Louis Vuitton ","Alma ","284.41","Fair condition","Cloth ","Brown ","35 cm","24 cm","17 cm","United Kingdom","donnatela","","18/06/2019 ","7723655","Professional seller",NA,284.41,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-louis-vuitton-handbag-7723655.shtml"
NA,65,"Louis Vuitton ","Papillon ","285","Good condition","Cloth ","Brown ","13 cm","4 cm","3 cm","Italy","tania","","01/06/2018 ","5793900","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-5793900.shtml"
NA,9,"Louis Vuitton ","Boulogne ","285","Good condition","Cloth ","Brown ","30 cm","24 cm",NA,"Italy","cristina","","09/10/2020 ","12146514","",NA,325,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-boulogne-louis-vuitton-handbag-12146514.shtml"
NA,0,"Louis Vuitton ","Soufflot ","285","Very good condition","Leather ","Blue ","31 cm","16 cm","14 cm","France","Elise","Dustbag","29/09/2020 ","12008241","",NA,381,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-leather-soufflot-louis-vuitton-handbag-12008241.shtml"
NA,54,"Louis Vuitton ","Noé ","285","Good condition","Leather ","Black ","38 cm","27 cm",NA,"Netherlands","philomina ","","21/09/2020 ","11869648","",NA,399,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-noe-louis-vuitton-handbag-11869648.shtml"
NA,14,"Louis Vuitton ","Boulogne ","285","Fair condition","Cloth ","Other ","30 cm","18 cm","9 cm","Italy","maria  cristina","","16/09/2020 ","11815562","",NA,310,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-boulogne-louis-vuitton-handbag-11815562.shtml"
NA,13,"Louis Vuitton ","Alma ","285","Fair condition","Leather ","Black ","32 cm","23 cm",NA,"Germany","nele ","","15/07/2020 ","11059899","",NA,350,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-alma-louis-vuitton-handbag-11059899.shtml"
NA,3,"Louis Vuitton ","Antigua ","285","Very good condition","Cotton ","Beige ","24 cm","30 cm","7 cm","Portugal","sofia","Card or certificate","08/06/2020 ","10633205","",NA,420,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-cotton-antigua-louis-vuitton-handbag-10633205.shtml"
NA,5,"Louis Vuitton ","Lockit ","285","Good condition","Leather ","Black ","39 cm","26 cm","17.5 cm","France","Vestiaire Collective","Dustbag","08/06/2020 ","10636313","Professional seller",NA,285,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-lockit-louis-vuitton-handbag-10636313.shtml"
NA,9,"Louis Vuitton ","Speedy ","285","Fair condition","Cloth ","Brown ","25 cm","17 cm",NA,"France","celine","","30/05/2020 ","10523643","Professional seller",NA,285,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10523643.shtml"
NA,13,"Louis Vuitton ","Mary Kate ","285","Good condition","Cloth ","Multicolour ","30 cm","33 cm","8 cm","Netherlands","bianca","","17/04/2020 ","10000139","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/multicolour-cloth-mary-kate-louis-vuitton-handbag-10000139.shtml"
NA,37,"Louis Vuitton ","Looping ","285","Good condition","Leather ","Black ","28 cm","19 cm","9 cm","France","Lora","","17/02/2020 ","9465035","",NA,550,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-looping-louis-vuitton-handbag-9465035.shtml"
NA,25,"Louis Vuitton ","Le Radieux ","285","Good condition","Leather ","White ","34 cm","21 cm","15 cm","Finland","Raija","Dustbag","01/04/2019 ","7242959","",NA,1400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-leather-le-radieux-louis-vuitton-handbag-7242959.shtml"
NA,4,"Louis Vuitton ",NA,"285.31","Good condition","Leather ","Red ",NA,NA,NA,"Japan","luxe brand cerisier","","11/10/2020 ","12202422","Professional seller",NA,317.01,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-leather-louis-vuitton-handbag-12202422.shtml"
NA,10,"Louis Vuitton ","Randonnée ","285.75","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","Brand street tokyo","","26/03/2020 ","9801719","Professional seller",NA,398.02,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-randonnee-louis-vuitton-handbag-9801719.shtml"
NA,1,"Louis Vuitton ","Speedy ","286","Very good condition","Cloth ","Brown ","24 cm","35 cm","19 cm","Italy","alessandra","","25/09/2020 ","11920156","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11920156.shtml"
NA,7,"Louis Vuitton ",NA,"300","Very good condition","Silk ","Black ",NA,NA,NA,"Italy","claudia","","04/11/2020 ","12625302","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-silk-louis-vuitton-handbag-12625302.shtml"
NA,7,"Louis Vuitton ","NéoNoé BB ","300","Very good condition","Cloth ","Brown ","13 cm","16 cm","10 cm","Italy","grazia","","03/11/2020 ","12595017","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neonoe-bb-louis-vuitton-handbag-12595017.shtml"
NA,11,"Louis Vuitton ","Neverfull ","300","Fair condition","Cloth ","Brown ",NA,NA,NA,"Ireland","sun","","02/11/2020 ","12574421","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-12574421.shtml"
NA,2,"Louis Vuitton ","Viva Cité ","300","Very good condition","Cloth ","Brown ","30 cm","13 cm","10 cm","Italy","Juliette","Dustbag","02/11/2020 ","12583767","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-viva-cite-louis-vuitton-handbag-12583767.shtml"
NA,1,"Louis Vuitton ","Wilshire ","300","Good condition","Cloth ","Brown ","36 cm","26 cm","15 cm","France","maëva","","29/10/2020 ","12512074","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-wilshire-louis-vuitton-handbag-12512074.shtml"
