"Date_sold","Likes","Designer","Model","Price_sold","Condition","Material","Color","Width","Height","Depth","Location","Seller","Sold_with","Online_since","Reference","Seller_title","Address","Initial_price","Link"
NA,32,"Louis Vuitton ","Alma ","300","Fair condition","Cloth ","Brown ","31 cm","24 cm","17 cm","Germany","n","Dustbag","04/10/2020 ","12095310","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-louis-vuitton-handbag-12095310.shtml"
NA,8,"Louis Vuitton ","Salsa ","300","Very good condition","Cloth ","Brown ","22 cm","25 cm","2 cm","France","roxanne ","","27/10/2020 ","12470783","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-salsa-louis-vuitton-handbag-12470783.shtml"
NA,11,"Louis Vuitton ","Speedy ","300","Good condition","Cloth ","Brown ","30 cm","21 cm","17 cm","Luxembourg","sarah","","25/10/2020 ","12447313","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-12447313.shtml"
NA,7,"Louis Vuitton ",NA,"300","Fair condition","Cotton ","Other ","36 cm","30 cm","19 cm","France","Alex ","","23/10/2020 ","12430148","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cotton-louis-vuitton-handbag-12430148.shtml"
NA,2,"Louis Vuitton ",NA,"300","Very good condition","Cloth ","Brown ","19 cm","22 cm",NA,"Vestiaire Collective Paris","carol","","21/10/2020 ","12385468","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12385468.shtml"
NA,9,"Louis Vuitton ","Speedy ","300","Good condition","Cloth ","Brown ","33 cm","25 cm","15 cm","France","marie","","20/10/2020 ","12297123","via our Concierge Service",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-12297123.shtml"
NA,0,"Louis Vuitton ","Ellipse ","300","Good condition","Cloth ","Multicolour ","36 cm","28 cm","7 cm","France","Samnas","","20/10/2020 ","12362514","",NA,370,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/multicolour-cloth-ellipse-louis-vuitton-handbag-12362514.shtml"
NA,35,"Louis Vuitton ","Nile ","300","Fair condition","Cloth ","Other ","28 cm","20 cm",NA,"Italy","Pierangelo","","17/10/2020 ","12316552","",NA,340,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-nile-louis-vuitton-handbag-12316552.shtml"
NA,7,"Louis Vuitton ","Salsa ","300","Very good condition","Cloth ","Brown ","39 cm","37 cm","1 cm","Italy","anna","","15/10/2020 ","12262722","",NA,399,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-salsa-louis-vuitton-handbag-12262722.shtml"
NA,0,"Louis Vuitton ",NA,"300","Fair condition","Cotton ","White ","33 cm","30 cm","22 cm","Italy","letizia","","15/10/2020 ","12255584","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cotton-louis-vuitton-handbag-12255584.shtml"
NA,1,"Louis Vuitton ","Speedy ","300","Good condition","Cloth ","White ","26 cm","22 cm","15 cm","France","Gipsy","","13/10/2020 ","12234251","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-speedy-louis-vuitton-handbag-12234251.shtml"
NA,12,"Louis Vuitton ","Speedy ","300","Good condition","Cloth ","Brown ","40 cm","40 cm","40 cm","France","Mariachjara ","","10/10/2020 ","12155504","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-12155504.shtml"
NA,12,"Louis Vuitton ","Papillon ","300","Very good condition","Cloth ","Brown ","30 cm","15 cm","15 cm","France","salma","","09/10/2020 ","12138849",NA,NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-12138849.shtml"
NA,6,"Louis Vuitton ","Galliera ","300","Fair condition","Cloth ","Brown ","42 cm","26 cm","16 cm","Latvia","marina","","03/10/2020 ","12048392","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-galliera-louis-vuitton-handbag-12048392.shtml"
NA,7,"Louis Vuitton ","Saint Cloud ","300","Very good condition","Cloth ","Brown ","17 cm","17 cm","6 cm","Greece","katerina ","","30/09/2020 ","12015978","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saint-cloud-louis-vuitton-handbag-12015978.shtml"
NA,7,"Louis Vuitton ","Papillon ","300","Never worn","Cloth ","Brown ","16 cm","10 cm","6 cm","Greece","d","","29/09/2020 ","11986149","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-11986149.shtml"
NA,7,"Louis Vuitton ","Plat ","300","Good condition","Cloth ","Brown ","36 cm","38 cm","9 cm","Italy","simona","","27/09/2020 ","11953351","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-plat-louis-vuitton-handbag-11953351.shtml"
NA,4,"Louis Vuitton ","Speedy ","300","Good condition","Cloth ","Brown ","26 cm","35 cm","7 cm","France","camille","","26/09/2020 ","11958079","",NA,338,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11958079.shtml"
NA,11,"Louis Vuitton ","Papillon ","300","Very good condition","Cloth ","Brown ","27 cm","14 cm","14 cm","Greece","joanna ","","21/09/2020 ","11872160","",NA,420,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-11872160.shtml"
NA,4,"Louis Vuitton ","Montorgueil ","300","Fair condition","Cloth ","Brown ","38 cm","40 cm","18 cm","Italy","nicoletta","","21/09/2020 ","11865322","",NA,324,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-montorgueil-louis-vuitton-handbag-11865322.shtml"
NA,65,"Louis Vuitton ","Papillon ","300","Fair condition","Cloth ","Brown ","15 cm","8 cm","7 cm","Italy","mariagrazia","","17/09/2020 ","11824183","",NA,349,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-11824183.shtml"
NA,11,"Louis Vuitton ","Papillon ","300","Good condition","Cloth ","Other ","13 cm","13 cm","27 cm","Italy","manuel ","","11/09/2020 ","11742107","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-papillon-louis-vuitton-handbag-11742107.shtml"
NA,16,"Louis Vuitton ","Mezzo  ","300","Fair condition","Cloth ","Brown ","33 cm","39 cm",NA,"Germany","Carola","","11/09/2020 ","11754690","",NA,350,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-mezzo-louis-vuitton-handbag-11754690.shtml"
NA,24,"Louis Vuitton ","Summit  ","300","Very good condition","Patent leather ","Red ","31,5 cm","13 cm","24 cm","Romania","Diana","","11/09/2020 ","11747425","",NA,600,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-patent-leather-summit-louis-vuitton-handbag-11747425.shtml"
NA,46,"Louis Vuitton ","Saint Cloud vintage ","300","Fair condition","Leather ","Black ","24 cm","21 cm","6 cm","Germany","fashiontiptop ","","11/09/2020 ","11748890","Professional seller",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-saint-cloud-vintage-louis-vuitton-handbag-11748890.shtml"
NA,20,"Louis Vuitton ","Nile ","300","Fair condition","Cloth ","Brown ","28 cm","20 cm",NA,"Italy","vittoria","","10/09/2020 ","11725279","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-nile-louis-vuitton-handbag-11725279.shtml"
NA,0,"Louis Vuitton ","Françoise  ","300","Good condition","Cloth ","Burgundy ","29 cm","31 cm",NA,"France","la frange","","07/09/2020 ","11672890","Professional seller",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-cloth-francoise-louis-vuitton-handbag-11672890.shtml"
NA,2,"Louis Vuitton ","Thompson ","300","Never worn","Patent leather ","Red ","28.4 cm","20.1 cm",NA,"Germany","mariko","Dustbag","05/09/2020 ","11670400","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-patent-leather-thompson-louis-vuitton-handbag-11670400.shtml"
NA,6,"Louis Vuitton ","Beverly ","300","Good condition","Cloth ","Brown ",NA,NA,NA,"Belgium","adélaide","","04/09/2020 ","11643235","",NA,540,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-beverly-louis-vuitton-handbag-11643235.shtml"
NA,40,"Louis Vuitton ","Papillon ","300","Never worn","Cloth ","Brown ","6 cm","16 cm",NA,"France","justine ","","03/09/2020 ","11625014","",NA,420,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-11625014.shtml"
NA,11,"Louis Vuitton ",NA,"300","Very good condition","Cloth ","Beige ","26 cm","25 cm","10 cm","Italy","amalia ","","03/09/2020 ","11633405","",NA,320,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-cloth-louis-vuitton-handbag-11633405.shtml"
NA,14,"Louis Vuitton ","Alma ","300","Good condition","Cloth ","Other ","32 cm","25 cm","17 cm","Italy","Agata ","","31/08/2020 ","11592371","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-alma-louis-vuitton-handbag-11592371.shtml"
NA,16,"Louis Vuitton ",NA,"300","Very good condition","Leather ","Black ","40 cm","30 cm","6 cm","France","Coralie","Dustbag","30/08/2020 ","11584260","",NA,550,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-11584260.shtml"
NA,3,"Louis Vuitton ","Jeune fille  ","300","Good condition","Cloth ","Brown ","27,5 cm","23 cm","5,5 cm","France","Oriane","","19/08/2020 ","11456012","",NA,320,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-jeune-fille-louis-vuitton-handbag-11456012.shtml"
NA,15,"Louis Vuitton ","Noé ","300","Good condition","Cloth ","Brown ","27 cm","32 cm","20 cm","France","Sarah","","15/08/2020 ","11416176","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11416176.shtml"
NA,12,"Louis Vuitton ","Noé ","300","Fair condition","Cloth ","Brown ","36 cm","26 cm","19 cm","Spain","raquel","","07/08/2020 ","11337445","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11337445.shtml"
NA,15,"Louis Vuitton ",NA,"300","Good condition","Cloth ","Brown ","33 cm","21 cm","15 cm","Italy","federica","","06/08/2020 ","11316720","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11316720.shtml"
NA,13,"Louis Vuitton ",NA,"300","Fair condition","Cloth ","Brown ","15 cm","36.1 cm","45 cm","France","celine ","","31/07/2020 ","11272031","",NA,410,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11272031.shtml"
NA,13,"Louis Vuitton ","Saint Cloud vintage ","300","Good condition","Cloth ","Other ","25 cm","24 cm","6 cm","Italy","Nicolina","","25/07/2020 ","11190386","",NA,337,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-saint-cloud-vintage-louis-vuitton-handbag-11190386.shtml"
NA,29,"Louis Vuitton ","Baggy ","300","Fair condition","Denim - Jeans ","Blue ","29 cm","22,5 cm","10 cm","Netherlands","Rediscover","","24/07/2020 ","11181455","Professional seller",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-denim-jeans-baggy-louis-vuitton-handbag-11181455.shtml"
NA,17,"Louis Vuitton ","Bucket  ","300","Good condition","Cloth ","Brown ","23 cm","25 cm",NA,"Romania","tanta","","16/07/2020 ","11069327","",NA,530,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-11069327.shtml"
NA,11,"Louis Vuitton ","Jeune fille  ","300","Good condition","Cloth ","Brown ","18 cm","26 cm","5 cm","France","Oriane","","16/07/2020 ","11079945","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-jeune-fille-louis-vuitton-handbag-11079945.shtml"
NA,2,"Louis Vuitton ",NA,"300","Fair condition","Cloth ","Brown ","33 cm","26.9 cm","10.2 cm","Germany","aliaa ","Dustbag","15/07/2020 ","11080158","",NA,470,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11080158.shtml"
NA,7,"Louis Vuitton ","Alto ","300","Good condition","Cloth ","Brown ","35 cm","25 cm","14 cm","Italy","silvia","","15/07/2020 ","11047037","",NA,395,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alto-louis-vuitton-handbag-11047037.shtml"
NA,12,"Louis Vuitton ",NA,"300","Very good condition","Cloth ","Brown ","46 cm","40 cm","8,5 cm","Germany","Miena","","07/07/2020 ","10981322","",NA,590,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10981322.shtml"
NA,10,"Louis Vuitton ","Montorgueil ","300","Fair condition","Cloth ","Brown ","32 cm","20 cm","15 cm","Italy","ilda  ","","05/07/2020 ","10960426","",NA,355,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-montorgueil-louis-vuitton-handbag-10960426.shtml"
NA,19,"Louis Vuitton ","Speedy ","300","Good condition","Cloth ","Brown ","15 cm","17 cm","26 cm","Germany","gwen","","03/07/2020 ","10946246","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10946246.shtml"
NA,19,"Louis Vuitton ","Sonatine ","300","Very good condition","Cloth ","Brown ","28,5 cm","16 cm","6 cm","Italy","roberta","","03/07/2020 ","10947976","",NA,500,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-sonatine-louis-vuitton-handbag-10947976.shtml"
NA,21,"Louis Vuitton ","Bellevue ","300","Good condition","Patent leather ","Khaki ","44 cm","27 cm","19 cm","France","Vestiaire Collective","","02/07/2020 ","10937940","Professional seller",NA,350,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/khaki-patent-leather-bellevue-louis-vuitton-handbag-10937940.shtml"
NA,60,"Louis Vuitton ","Saumur ","300","Good condition","Cloth ","Brown ","40 cm","30 cm","24 cm","Italy","Vittoria","","02/07/2020 ","10932041","",NA,330,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-10932041.shtml"
NA,16,"Louis Vuitton ","Papillon ","300","Very good condition","Leather ","Red ","30 cm","14 cm",NA,"Netherlands","bags by es","","29/06/2020 ","10902233","Professional seller",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-leather-papillon-louis-vuitton-handbag-10902233.shtml"
NA,24,"Louis Vuitton ","Neverfull ","300","Fair condition","Cloth ","Brown ","31 cm","28.5 cm","17 cm","Italy","carola","Dustbag","26/06/2020 ","10873338","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-10873338.shtml"
NA,0,"Louis Vuitton ","Alma ","300","Good condition","Leather ","Camel ","32 cm","25 cm","18 cm","France","marie","","26/06/2020 ","10861578","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/camel-leather-alma-louis-vuitton-handbag-10861578.shtml"
NA,108,"Louis Vuitton ","Speedy ","300","Good condition","Cloth ","Brown ","30 cm","25 cm","15 cm","Cyprus"," christiana","","24/06/2020 ","10830428","",NA,380,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10830428.shtml"
NA,5,"Louis Vuitton ","Roxbury ","300","Good condition","Patent leather ","White ","32 cm","17 cm","10 cm","Cyprus"," christiana","","22/06/2020 ","10817757","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-patent-leather-roxbury-louis-vuitton-handbag-10817757.shtml"
NA,9,"Louis Vuitton ","Artsy ","300","Fair condition","Cloth ","Brown ","42 cm","33 cm","18 cm","Luxembourg","tatsiana","","19/06/2020 ","10794313","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-artsy-louis-vuitton-handbag-10794313.shtml"
NA,16,"Louis Vuitton ",NA,"300","Very good condition","Leather ","Yellow ",NA,NA,NA,"France","the brand collector","","19/06/2020 ","10785477","Professional seller",NA,305,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-leather-louis-vuitton-handbag-10785477.shtml"
NA,10,"Louis Vuitton ","Looping ","300","Fair condition","Cloth ","Brown ","29 cm","30 cm","10.5 cm","France","Vestiaire Collective","Dustbag ,Original box","18/06/2020 ","10776357","Professional seller",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-looping-louis-vuitton-handbag-10776357.shtml"
NA,51,"Louis Vuitton ",NA,"300","Fair condition","Cloth ","Other ","40 cm","30 cm","11 cm","Spain","mireya","","18/06/2020 ","10753590","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-louis-vuitton-handbag-10753590.shtml"
NA,33,"Louis Vuitton ","Speedy ","300","Good condition","Leather ","Brown ",NA,NA,NA,"Switzerland","Fancy Lux","","17/06/2020 ","10757991","Professional seller",NA,330,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-speedy-louis-vuitton-handbag-10757991.shtml"
NA,1,"Louis Vuitton ","Jeune fille  ","300","Fair condition","Cloth ","Brown ","25 cm","19 cm","5 cm","France","volaniaina","","11/06/2020 ","10672443","",NA,420,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-jeune-fille-louis-vuitton-handbag-10672443.shtml"
NA,2,"Louis Vuitton ","Speedy ","300","Good condition","Cloth ","Blue ","23 cm","35 cm","18 cm","Spain","carolina","","08/06/2020 ","10646505","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-cloth-speedy-louis-vuitton-handbag-10646505.shtml"
NA,11,"Louis Vuitton ","Bucket  ","300","Very good condition","Cloth ","Brown ","28 cm","26 cm","16 cm","Netherlands","jeske","","08/06/2020 ","10629340","",NA,399,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-10629340.shtml"
NA,4,"Louis Vuitton ","Neverfull ","300","Fair condition","Cloth ","White ","32 cm","29 cm","17 cm","Italy","marco ","","06/06/2020 ","10609700","",NA,320,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-neverfull-louis-vuitton-handbag-10609700.shtml"
