"Date_sold","Likes","Designer","Model","Price_sold","Condition","Material","Color","Width","Height","Depth","Location","Seller","Sold_with","Online_since","Reference","Seller_title","Address","Initial_price","Link","Current_price"
NA,8,"Louis Vuitton ",NA,NA,"Very good condition","Patent leather ","Purple ","25 cm","17 cm",NA,"France","alexandra","","16/12/2019 ","8946261","",NA,700,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/purple-patent-leather-louis-vuitton-handbag-8946261.shtml",580
NA,5,"Louis Vuitton ","Speedy ",NA,"Good condition","Cloth ","Other ","35 cm","23 cm","18 cm","Italy","Patrizia ","","27/11/2019 ","8820487","",NA,580,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-speedy-louis-vuitton-handbag-8820487.shtml",580
NA,26,"Louis Vuitton ","Galliera ",NA,"Good condition","Cloth ","Brown ","43 cm","26 cm","12 cm","Italy","Elisabetta","","27/11/2019 ","8822485","",NA,590,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-galliera-louis-vuitton-handbag-8822485.shtml",580
NA,7,"Louis Vuitton ","Babylone vintage ",NA,"Good condition","Cloth ","Brown ","40 cm","30 cm","11 cm","France","patricia","","13/08/2019 ","8027273","",NA,580,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-babylone-vintage-louis-vuitton-handbag-8027273.shtml",580
NA,3,"Louis Vuitton ",NA,NA,"Good condition","Patent leather ","Red ","29 cm","17 cm","11 cm","France","ilhame ","","20/05/2019 ","7487268","",NA,650,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-patent-leather-louis-vuitton-handbag-7487268.shtml",580
NA,15,"Louis Vuitton ",NA,NA,"Good condition","Cloth ","Brown ","30 cm","20 cm","12 cm","France","BYLUXE","","16/05/2019 ","7525011","Professional seller",NA,580,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-7525011.shtml",580
NA,12,"Louis Vuitton ",NA,NA,"Good condition","Cloth ","Burgundy ","28 cm","14 cm","7 cm","France","BYLUXE","","30/04/2019 ","7409001","Professional seller",NA,580,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-cloth-louis-vuitton-handbag-7409001.shtml",580
NA,24,"Louis Vuitton ","No<U+00E9> ",NA,"Good condition","Leather ","Black ","21 cm","27 cm","27 cm","Monaco","isabelle","","31/03/2019 ","7239760","",NA,650,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-noe-louis-vuitton-handbag-7239760.shtml",580
NA,7,"Louis Vuitton ",NA,NA,"Good condition","Leather ","Grey ","28 cm","18 cm","15 cm","France","clara","","25/01/2019 ","6911046",NA,NA,849,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/grey-leather-louis-vuitton-handbag-6911046.shtml",580
NA,51,"Louis Vuitton ",NA,NA,"Good condition","Cloth ","Beige ","31 cm","22 cm","20 cm","Romania","Ania","","07/02/2018 ","5213819","",NA,850,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-cloth-louis-vuitton-handbag-5213819.shtml",580
NA,14,"Louis Vuitton ","Speedy ",NA,"Good condition","Cloth ","Brown ","35 cm","23 cm","19 cm","France","sasa","","31/01/2018 ","5175380","",NA,599,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-5175380.shtml",580
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,43,"Louis Vuitton ","Judy ",NA,"Good condition","Cloth ","Multicolour ","42 cm","29 cm","11,5 cm","France","christine","","17/12/2013 ","841320","",NA,600,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/multicolour-cloth-judy-louis-vuitton-handbag-841320.shtml",580
NA,73,"Louis Vuitton ","Salsa ",NA,"Very good condition","Leather ","Brown ","22 cm","24 cm","5 cm","France","Corinne","","06/12/2013 ","825927","",NA,600,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-handbag-salsa-louis-vuitton-825927.shtml",580
NA,35,"Louis Vuitton ",NA,NA,"Very good condition"," ",NA,NA,NA,NA,"France","punky","","12/10/2012 ","430172",NA,NA,600,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/louis-vuitton-handbag-430172.shtml",580
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"August 28, 2020",6,"Louis Vuitton ","No<U+00E9> ","580,03","Good condition","Leather ","Brown ","23.1 cm","25.9 cm",NA,"United Kingdom","ezone","","26/08/2020 ","11528983","Professional seller",NA,580.03,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-noe-louis-vuitton-handbag-11528983.shtml",580.03
NA,2,"Louis Vuitton ",NA,NA,"Good condition","Leather ","Red ","28.3 cm","25.1 cm",NA,"United Kingdom","ezone","","24/08/2020 ","11503724","Professional seller",NA,580.03,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-leather-louis-vuitton-handbag-11503724.shtml",580.03
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,9,"Louis Vuitton ",NA,NA,"Good condition","Leather ","Other ","23.4 cm","17 cm",NA,"United States","my galaxy solutions","","19/08/2020 ","11449091","Professional seller",NA,580.03,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/leather-louis-vuitton-handbag-11449091.shtml",580.03
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,"Louis Vuitton ",NA,NA,"Good condition","Leather ","Brown ","35.1 cm","30 cm",NA,"United States","my galaxy solutions","","11/08/2020 ","11378906","Professional seller",NA,580.03,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-louis-vuitton-handbag-11378906.shtml",580.03
"August 31, 2020",6,"Louis Vuitton ","Speedy ","581,01","Good condition","Cloth ","Brown ","35.1 cm","23.1 cm","18 cm","United States","sorya","Dustbag","03/08/2020 ","11288885","Professional seller",NA,580.03,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11288885.shtml",580.03
NA,4,"Louis Vuitton ",NA,NA,"Good condition","Leather ","Other ","27.9 cm","19.1 cm",NA,"United States","my galaxy solutions","","23/07/2020 ","11185704","Professional seller",NA,580.03,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/leather-louis-vuitton-handbag-11185704.shtml",580.03
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,7,"Louis Vuitton ",NA,NA,"Good condition","Leather ","Brown ","35.1 cm","27.9 cm",NA,"United States","my galaxy solutions","","09/07/2020 ","11011728","Professional seller",NA,580.03,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-louis-vuitton-handbag-11011728.shtml",580.03
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,"Louis Vuitton ",NA,NA,"Good condition","Leather ","Brown ","39.9 cm","29 cm",NA,"United States","my galaxy solutions","","29/06/2020 ","10901675","Professional seller",NA,580.03,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-louis-vuitton-handbag-10901675.shtml",580.03
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,"Louis Vuitton ","Wilshire ",NA,"Good condition","Patent leather ","Red ",NA,NA,NA,"Japan","elady","","10/04/2020 ","9920937","Professional seller",NA,637.16,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-patent-leather-wilshire-louis-vuitton-handbag-9920937.shtml",580.03
NA,5,"Louis Vuitton ",NA,NA,"Very good condition","Cloth ","Navy ",NA,NA,NA,"Japan","elady","","10/04/2020 ","9920760","Professional seller",NA,657.94,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/navy-cloth-louis-vuitton-handbag-9920760.shtml",580.03
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,5,"Louis Vuitton ",NA,NA,"Good condition","Leather ","Black ","6.4 cm","31.1 cm",NA,"United States","bagriculture","","10/10/2018 ","6319118","Professional seller",NA,995.57,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-6319118.shtml",580.03
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"September 21, 2020",7,"Louis Vuitton ",NA,"558,52","Very good condition","Cloth ","Other ","43 cm","28 cm","18 cm","Hong Kong","kam","Dustbag","14/07/2020 ","11056885","",NA,670.23,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-louis-vuitton-handbag-11056885.shtml",580.86
NA,61,"Louis Vuitton ","Alma ",NA,"Good condition","Cloth ","Brown ","32 cm","23 cm","16 cm","Hong Kong","Pikachu","","23/06/2020 ","10832438","",NA,647.89,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-louis-vuitton-handbag-10832438.shtml",580.86
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,8,"Louis Vuitton ","Boulogne ",NA,"Good condition","Cloth ","Brown ","30 cm","27.9 cm","8.4 cm","United States","jebwa","","12/08/2020 ","11366217","Professional seller",NA,580.89,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-boulogne-louis-vuitton-handbag-11366217.shtml",580.89
NA,7,"Louis Vuitton ",NA,NA,"Good condition","Leather ","Black ","24.9 cm","19.1 cm","6.1 cm","United States","jebwa","","11/08/2020 ","11363132","Professional seller",NA,580.89,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-11363132.shtml",580.89
NA,1,"Louis Vuitton ","Vavin ",NA,"Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","life time","","08/07/2020 ","10999075","Professional seller",NA,618.12,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-vavin-louis-vuitton-handbag-10999075.shtml",580.89
NA,19,"Louis Vuitton ","Montaigne ",NA,"Good condition","Leather ","Purple ","33 cm","22.1 cm","18.5 cm","Japan","jay's shop","","07/04/2019 ","7272463","Professional seller",NA,580.89,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/purple-leather-montaigne-louis-vuitton-handbag-7272463.shtml",580.89
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,23,"Louis Vuitton ",NA,NA,"Very good condition","Cloth ","Brown ","36 cm","27 cm","10 cm","United States","merve","","30/11/2018 ","6663378","",NA,580.89,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-6663378.shtml",580.89
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,"Louis Vuitton ","Looping ",NA,"Good condition","Cloth ","Brown ",NA,NA,NA,"Japan","elady","","11/05/2020 ","10307406","Professional seller",NA,581.76,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-looping-louis-vuitton-handbag-10307406.shtml",581.76
NA,4,"Louis Vuitton ",NA,NA,"Very good condition","Cloth ","Brown ",NA,NA,NA,"United States","Cashinmybag","","08/05/2020 ","10273311","Professional seller",NA,727.2,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10273311.shtml",581.76
"October 10, 2020",66,"Louis Vuitton ","Neverfull ","732,14","Very good condition","Cloth ","Brown ",NA,NA,NA,"United States","Cashinmybag","","10/03/2020 ","9677716","Professional seller",NA,727.2,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-9677716.shtml",581.76
NA,0,"Louis Vuitton ","Geronimo ",NA,"Good condition","Cloth ","Brown ",NA,NA,NA,"United States","Cashinmybag","","04/02/2020 ","9353527","Professional seller",NA,727.2,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-geronimo-louis-vuitton-handbag-9353527.shtml",581.76
NA,12,"Louis Vuitton ","Alma ",NA,"Good condition","Patent leather ","Blue ",NA,NA,NA,"United States","Cashinmybag","","04/02/2020 ","9356572","Professional seller",NA,727.2,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-patent-leather-alma-louis-vuitton-handbag-9356572.shtml",581.76
NA,5,"Louis Vuitton ","Tivoli ",NA,"Good condition","Cloth ","Brown ",NA,NA,NA,"United States","Cashinmybag","","17/01/2020 ","9196973","Professional seller",NA,581.76,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-tivoli-louis-vuitton-handbag-9196973.shtml",581.76
NA,11,"Louis Vuitton ","Speedy ",NA,"Good condition","Cloth ","Brown ",NA,NA,NA,"United States","Cashinmybag","","02/01/2020 ","9082139","Professional seller",NA,581.76,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-9082139.shtml",581.76
NA,1,"Louis Vuitton ","Chelsea ",NA,"Good condition","Cloth ","Brown ","16 cm","26.9 cm",NA,"United States","bagriculture","","11/10/2019 ","8417520","Professional seller",NA,1218.92,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-chelsea-louis-vuitton-handbag-8417520.shtml",581.76
NA,4,"Louis Vuitton ","Bellevue ",NA,"Very good condition","Patent leather ","Green ","38 cm","21 cm","19 cm","Japan","jay's shop","","12/08/2019 ","8011635","Professional seller",NA,581.76,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/green-patent-leather-bellevue-louis-vuitton-handbag-8011635.shtml",581.76
NA,2,"Louis Vuitton ","Deauville ",NA,"Good condition","Cloth ","Brown ",NA,NA,NA,"United States","Cashinmybag","","02/08/2019 ","7974770","Professional seller",NA,581.76,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-deauville-louis-vuitton-handbag-7974770.shtml",581.76
NA,7,"Louis Vuitton ","Deauville ",NA,"Good condition","Cloth ","Brown ",NA,NA,NA,"United States","Cashinmybag","","02/08/2019 ","7973326","Professional seller",NA,581.76,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-deauville-louis-vuitton-handbag-7973326.shtml",581.76
NA,6,"Louis Vuitton ",NA,NA,"Good condition","Cloth ","Grey ",NA,NA,NA,"United States","Cashinmybag","","25/05/2019 ","7570058","Professional seller",NA,581.76,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/grey-cloth-louis-vuitton-handbag-7570058.shtml",581.76
NA,14,"Louis Vuitton ",NA,NA,"Good condition","Leather ","Black ","43.9 cm","30 cm","17 cm","Japan","jay's shop","","17/05/2019 ","7533167","Professional seller",NA,581.76,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-7533167.shtml",581.76
NA,49,"Louis Vuitton ","No<U+00E9> ",NA,"Fair condition","Leather ","Black ","23.9 cm","25.9 cm","19.1 cm","Japan","jay's shop","","10/05/2019 ","7488283","Professional seller",NA,581.76,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-noe-louis-vuitton-handbag-7488283.shtml",581.76
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,34,"Louis Vuitton ","Le Fabuleux ",NA,"Good condition","Leather ","Brown ","36 cm","22 cm","12 cm","United Kingdom","Alannah","","09/12/2019 ","8910665","",NA,719.56,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-le-fabuleux-louis-vuitton-handbag-8910665.shtml",582.28
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,12,"Louis Vuitton ","Papillon ",NA,"Good condition","Cloth ","Brown ",NA,NA,NA,"Japan","life time","","26/06/2020 ","10856740","Professional seller",NA,619.85,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-10856740.shtml",582.62
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,47,"Louis Vuitton ","Saint-Germain ",NA,"Fair condition","Leather ","Red ","18 cm","13 cm","5 cm","United States","Cut","","20/08/2018 ","6124322","",NA,582.62,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-leather-saint-germain-louis-vuitton-handbag-6124322.shtml",582.62
NA,3,"Louis Vuitton ","Dhanura ",NA,"Very good condition","Leather ","Brown ","33 cm","15.5 cm","10 cm","Spain","prapaporn ","","11/05/2020 ","10291348","",NA,588,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-dhanura-louis-vuitton-handbag-10291348.shtml",583
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,75,"Louis Vuitton ","Speedy ",NA,"Very good condition","Cloth ","White ","30 cm","21 cm","17 cm","Australia","maria","Dustbag","27/04/2019 ","7400913","",NA,583.03,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-speedy-louis-vuitton-handbag-7400913.shtml",583.03
NA,17,"Louis Vuitton ","Cluny Vintage ",NA,"Good condition","Leather ","Brown ","26 cm","29.5 cm","17 cm","United Kingdom","Vivienne","","16/08/2020 ","11423303","",NA,583.43,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-cluny-vintage-louis-vuitton-handbag-11423303.shtml",583.43
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,19,"Louis Vuitton ",NA,NA,"Good condition","Leather ","Black ","27.4 cm","27.4 cm","7.9 cm","Japan","jay's shop","","23/05/2019 ","7572726","Professional seller",NA,583.49,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-7572726.shtml",583.49
NA,35,"Louis Vuitton ","Looping ",NA,"Good condition","Cloth ","Brown ","22 cm","25 cm","10 cm","Italy","beatrice's closet","","21/07/2020 ","11147895","Professional seller",NA,584,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-looping-louis-vuitton-handbag-11147895.shtml",584
NA,12,"Louis Vuitton ",NA,NA,"Very good condition","Patent leather ","Burgundy ","32 cm","18 cm",NA,"France","khaty","","12/03/2018 ","5381714","",NA,700,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-patent-leather-louis-vuitton-handbag-5381714.shtml",584
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,"Louis Vuitton ",NA,NA,"Very good condition","Leather ","Brown ","22.9 cm","17.8 cm","10.2 cm","United States","Rebag","","24/08/2020 ","11509680","Professional seller",NA,649.28,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-louis-vuitton-handbag-11509680.shtml",584.35
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,"Louis Vuitton ","Jeune fille  ",NA,"Good condition","Cloth ","Brown ","23.1 cm","17 cm",NA,"United Kingdom","eplanet","","24/07/2020 ","11179005","Professional seller",NA,584.35,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-jeune-fille-louis-vuitton-handbag-11179005.shtml",584.35
NA,14,"Louis Vuitton ","Rosewood ",NA,"Good condition","Patent leather ","Red ","33 cm","15.2 cm",NA,"United States","Marybeth","Dustbag","26/06/2020 ","10855712","",NA,779.14,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-patent-leather-rosewood-louis-vuitton-handbag-10855712.shtml",584.35
NA,9,"Louis Vuitton ","Bellevue ",NA,"Good condition","Patent leather ","Burgundy ","22.9 cm","22.9 cm","19.1 cm","United States","decades inc.","","06/06/2020 ","10610106","Professional seller",NA,757.5,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-patent-leather-bellevue-louis-vuitton-handbag-10610106.shtml",584.35
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,8,"Louis Vuitton ",NA,NA,"Good condition","Cloth ","Brown ","30.5 cm","29.2 cm","24.1 cm","Malaysia","morri","","16/02/2020 ","9454458","",NA,649.28,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-9454458.shtml",584.35
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,53,"Louis Vuitton ","Alma ",NA,"Good condition","Patent leather ","Green ","15 cm","24 cm",NA,"United States","bagriculture","","11/10/2019 ","8417496","Professional seller",NA,1224.11,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/green-patent-leather-alma-louis-vuitton-handbag-8417496.shtml",584.35
NA,7,"Louis Vuitton ","Manhattan ",NA,"Good condition","Cloth ","Brown ","30 cm","20 cm","13 cm","Hong Kong","Pat","","23/06/2019 ","7760659",NA,NA,584.35,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-manhattan-louis-vuitton-handbag-7760659.shtml",584.35
NA,10,"Louis Vuitton ",NA,NA,"Good condition","Cloth ","Brown ","39.4 cm","26.7 cm","12.7 cm","United States","Michael","","04/05/2019 ","7442311","",NA,649.28,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-7442311.shtml",584.35
NA,13,"Louis Vuitton ","Sarvanga ",NA,"Very good condition","Leather ","Orange ","23 cm","15.5 cm",NA,"Spain","v.","","24/08/2020 ","11499325","",NA,585,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/orange-leather-sarvanga-louis-vuitton-handbag-11499325.shtml",585
"October 24, 2020",3,"Louis Vuitton ","Cluny ","585","Good condition","Leather ","Black ",NA,NA,NA,"Ireland","brandcoparis","","20/08/2020 ","11468103","Professional seller",NA,585,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-cluny-louis-vuitton-handbag-11468103.shtml",585
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,28,"Louis Vuitton ","No<U+00E9> ",NA,"Good condition","Cloth ","Brown ",NA,NA,NA,"France","the brand collector","","19/07/2020 ","11122358","Professional seller",NA,585,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11122358.shtml",585
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"September 8, 2020",39,"Louis Vuitton ","Alma ","468","Fair condition","Patent leather ","Red ",NA,NA,NA,"Germany","boutiquebonar","","02/06/2020 ","10560581","Professional seller",NA,585,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-patent-leather-alma-louis-vuitton-handbag-10560581.shtml",585
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,44,"Louis Vuitton ","No<U+00E9> ",NA,"Good condition","Leather ","Blue ","31 cm","31.5 cm","24 cm","Belgium","Labellov","","25/02/2020 ","9551344","Professional seller",NA,585,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-leather-noe-louis-vuitton-handbag-9551344.shtml",585
NA,19,"Louis Vuitton ","Galliera ",NA,"Good condition","Cloth ","Brown ","32 cm","21 cm",NA,"France","Ornella","","24/02/2020 ","9512709",NA,NA,685,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-galliera-louis-vuitton-handbag-9512709.shtml",585
