"Date_sold","Price_sold","Last_known_price","Initial_price","Likes","Designer","Model","Condition","Material","Color","Location","Seller","Sold_with","Online_since","Reference","Link","Seller_title","Width","Height","Depth"
"October 31, 2020","437.02",437.99,455.05,34,"Louis Vuitton ","Naviglio ","Very good condition","Cloth ","Brown ","United Kingdom","co","Dustbag","19/07/2020 ","11126443","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-naviglio-louis-vuitton-handbag-11126443.shtml","","27.9 cm","33 cm","7.6 cm"
"May 12, 2020","449.08",437.99,477.8,12,"Louis Vuitton ","Speedy ","Good condition","Cloth ","Brown ","France","vanessa","","05/05/2020 ","10219366","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10219366.shtml","Expert SellerFashion Activist","32 cm","25 cm","19 cm"
"July 31, 2020","438",438,489,21,"Louis Vuitton ","Trocad<U+00E9>ro ","Good condition","Cloth ","Brown ","Italy","amy","","27/07/2020 ","11201482","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-trocadero-louis-vuitton-handbag-11201482.shtml","","27 cm","18 cm","7 cm"
"October 11, 2020","439",439,478,8,"Louis Vuitton ","Piano ","Good condition","Cloth ","Brown ","Italy","amy","","05/10/2020 ","12063308","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-piano-louis-vuitton-handbag-12063308.shtml","","27 cm","25 cm","12 cm"
"September 11, 2020","439",439,439,3,"Louis Vuitton ","Reporter ","Fair condition","Cloth ","Brown ","Italy","amy","","10/09/2020 ","11736266","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-reporter-louis-vuitton-handbag-11736266.shtml","","29 cm","21 cm","12 cm"
"September 1, 2020","439",439,475,1,"Louis Vuitton ","No<U+00E9> ","Fair condition","Cloth ","Brown ","France","celine","","01/09/2020 ","11613794","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11613794.shtml","Expert SellerFashion ActivistProfessional seller","26 cm","34 cm","18 cm"
"August 27, 2020","439",439,499,12,"Louis Vuitton ","Bucket  ","Very good condition","Cloth ","Brown ","Italy","Patty","","24/08/2020 ","11457170","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-11457170.shtml","Fashion Activist","22 cm","26 cm",NA
"July 29, 2020","439",439,459,9,"Louis Vuitton ","Marly Dragonne  ","Good condition","Cloth ","Brown ","Italy","amy","","28/07/2020 ","11218683","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-marly-dragonne-louis-vuitton-handbag-11218683.shtml","","22 cm","12 cm","4 cm"
"June 29, 2020","439",439,469,39,"Louis Vuitton ","No<U+00E9> ","Good condition","Cloth ","Brown ","France","celine","","26/06/2020 ","10867633","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10867633.shtml","Expert SellerFashion ActivistProfessional seller","24 cm","27 cm","18 cm"
"June 20, 2020","439",439,479,10,"Louis Vuitton ","Piano ","Good condition","Cloth ","Brown ","Italy","amy","","19/06/2020 ","10772527","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-piano-louis-vuitton-handbag-10772527.shtml","","35 cm","224 cm","12 cm"
"May 15, 2020","439",439,485,12,"Louis Vuitton ","No<U+00E9> ","Fair condition","Cloth ","Brown ","France","the brand collector","","08/05/2020 ","10268079","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10268079.shtml","Professional seller",NA,NA,NA
"June 3, 2020","439",439,439,19,"Louis Vuitton ","Speedy ","Good condition","Cloth ","Brown ","France","the brand collector","","26/02/2020 ","9558826","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-9558826.shtml","Professional seller",NA,NA,NA
"September 18, 2020","439.08",439.08,470,36,"Louis Vuitton ","Speedy ","Good condition","Cloth ","Brown ","France","Vestiaire Collective","","17/09/2020 ","11837358","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11837358.shtml","Professional seller","30 cm","26 cm","17 cm"
"September 23, 2020","439.19",439.19,480,14,"Louis Vuitton ",NA,"Very good condition","Leather ","Blue ","France","zan","","21/09/2020 ","11896929","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-leather-louis-vuitton-handbag-11896929.shtml","Trusted SellerFashion Activist","36 cm","22 cm","12 cm"
"May 11, 2020","439.2",439.2,500,2,"Louis Vuitton ","Speedy ","Very good condition","Cloth ","Brown ","Spain","diaz hernandez","","11/05/2020 ","10293820","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10293820.shtml","","15 cm","20 cm","10 cm"
"September 2, 2020","428.37",439.41,519.54,123,"Louis Vuitton ",NA,"Fair condition","Cloth ","Brown ","United States","Sim","","28/08/2020 ","11553806","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11553806.shtml","Expert Seller","20.3 cm","12.7 cm","2.5 cm"
"August 6, 2020","433.45",439.41,528.35,28,"Louis Vuitton ","Cartouchi<U+00E8>re ","Good condition","Cloth ","Brown ","Japan","fashionista vintage","Dustbag","14/07/2020 ","11051089","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-cartouchiere-louis-vuitton-handbag-11051089.shtml","Professional seller","25 cm","22 cm","7 cm"
"July 3, 2020","454.64",439.41,484.32,25,"Louis Vuitton ","No<U+00E9> ","Good condition","Leather ","Brown ","United States","my galaxy solutions","","30/06/2020 ","10910915","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-noe-louis-vuitton-handbag-10910915.shtml","Professional seller","25.9 cm","34 cm",NA
"June 22, 2020","457.49",439.41,439.41,10,"Louis Vuitton ",NA,"Very good condition","Leather ","Brown ","United States","my galaxy solutions","","20/06/2020 ","10801308","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-louis-vuitton-handbag-10801308.shtml","Professional seller","39.9 cm","24.9 cm",NA
"June 6, 2020","451.43",439.41,439.41,10,"Louis Vuitton ","Neverfull ","Fair condition","Cloth ","Brown ","Croatia","Tamara","","06/06/2020 ","10613019","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-10613019.shtml","","50 cm","31 cm","18 cm"
"August 6, 2020","433.45",439.41,598.8,132,"Louis Vuitton ","Conte de f<U+00E9>es ","Good condition","Cloth ","Multicolour ","Australia","sophia","Dustbag","08/04/2020 ","9911517","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/multicolour-cloth-conte-de-fees-louis-vuitton-handbag-9911517.shtml","Fashion Activist","21.6 cm","12.7 cm","5.1 cm"
"July 7, 2020","455.05",439.8,475.52,38,"Louis Vuitton ","No<U+00E9> ","Very good condition","Leather ","Brown ","Japan","Brand street tokyo","","11/06/2020 ","10678994","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-noe-louis-vuitton-handbag-10678994.shtml","Professional seller",NA,NA,NA
"October 29, 2020","440",440,560,14,"Louis Vuitton ","Totally ","Good condition","Cloth ","Beige ","France","Karine","Dustbag","19/10/2020 ","12360613","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-cloth-totally-louis-vuitton-handbag-12360613.shtml","Trusted SellerFashion Activist","27 cm","24 cm","13 cm"
"October 26, 2020","440",440,493,21,"Louis Vuitton ","Speedy ","Good condition","Cloth ","Brown ","France","Marion","","21/10/2020 ","12393175","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-12393175.shtml","","35 cm","23 cm",NA
"October 28, 2020","440",440,500,9,"Louis Vuitton ","Hampstead ","Good condition","Cloth ","Brown ","France","emmanuelle ","","13/10/2020 ","12242077","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-hampstead-louis-vuitton-handbag-12242077.shtml","","29 cm","24 cm","18 cm"
"October 11, 2020","440",440,460,7,"Louis Vuitton ","Salsa ","Very good condition","Cloth ","Brown ","Greece","irene","","07/10/2020 ","12145731","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-salsa-louis-vuitton-handbag-12145731.shtml","Expert SellerFashion Activist","31 cm","37 cm","10 cm"
"October 9, 2020","440",440,540,9,"Louis Vuitton ","Speedy ","Good condition","Cloth ","White ","Greece","Koko","","05/10/2020 ","12059187","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-speedy-louis-vuitton-handbag-12059187.shtml","Expert SellerFashion Activist","35 cm","23 cm","18 cm"
"October 3, 2020","440",440,440,10,"Louis Vuitton ","Speedy ","Good condition","Cloth ","Brown ","France","Gauthier","","22/09/2020 ","11899394","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11899394.shtml","Professional seller","40 cm","25 cm","19 cm"
"September 23, 2020","440",440,460,16,"Louis Vuitton ","Speedy ","Good condition","Cloth ","Brown ","Italy","Wioletta","","21/09/2020 ","11868661","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11868661.shtml","","25 cm","19 cm","15 cm"
"September 18, 2020","550",440,600,31,"Louis Vuitton ","Neverfull ","Good condition","Cloth ","Brown ","Bulgaria","valentina ","","15/09/2020 ","11809159","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-11809159.shtml","Expert SellerFashion Activist","28 cm","47 cm","15 cm"
"October 8, 2020","440",440,533,30,"Louis Vuitton ","Alma ","Very good condition","Cloth ","Brown ","Ireland","shauna","","11/09/2020 ","11747241","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-louis-vuitton-handbag-11747241.shtml","Fashion Activist","30 cm","24.1 cm","16.5 cm"
"October 15, 2020","440",440,499,39,"Louis Vuitton ","Alma ","Very good condition","Cloth ","Brown ","France","adriana","","09/09/2020 ","11720372","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-louis-vuitton-handbag-11720372.shtml","","32 cm","24 cm","18 cm"
"October 14, 2020","440",440,600,8,"Louis Vuitton ","Estrela ","Fair condition","Cloth ","Brown ","Germany","chian","","26/08/2020 ","11520010","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-estrela-louis-vuitton-handbag-11520010.shtml","Trusted SellerFashion Activist","39 cm","28 cm","13,5 cm"
"August 26, 2020","440",440,499,9,"Louis Vuitton ","Reporter ","Very good condition","Cloth ","Other ","Greece","george","","25/08/2020 ","11516571","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-reporter-louis-vuitton-handbag-11516571.shtml","Fashion Activist","30 cm","19 cm","15 cm"
"August 20, 2020","440",440,550,2,"Louis Vuitton ","Multipli Cit<U+00E9>  ","Good condition","Cloth ","Brown ","Germany","DEMET","","17/08/2020 ","11423986","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-multipli-cite-louis-vuitton-handbag-11423986.shtml","","35 cm","25 cm",NA
"August 26, 2020","440",440,540,10,"Louis Vuitton ","Juliette  ","Good condition","Cloth ","Grey ","Germany","michaela","","08/08/2020 ","11335733","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/grey-cloth-juliette-louis-vuitton-handbag-11335733.shtml","Fashion Activist","21,5 cm","11 cm","5 cm"
"August 9, 2020","440",440,479,18,"Louis Vuitton ","Trocad<U+00E9>ro ","Good condition","Cloth ","Brown ","Italy","amy","","07/08/2020 ","11329123","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-trocadero-louis-vuitton-handbag-11329123.shtml","","29 cm","19 cm","8 cm"
"August 8, 2020","440",440,489,29,"Louis Vuitton ","Speedy ","Good condition","Cloth ","Brown ","Italy","amy","","04/08/2020 ","11300607","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11300607.shtml","","30 cm","22 cm","17 cm"
"August 9, 2020","440",440,489,18,"Louis Vuitton ","Bucket  ","Good condition","Cloth ","Brown ","Italy","amy","","04/08/2020 ","11296449","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-11296449.shtml","","27 cm","34 cm","20 cm"
"July 31, 2020","440",440,480,61,"Louis Vuitton ","Eva ","Good condition","Cloth ","Brown ","Netherlands","philomina ","","26/07/2020 ","11195267","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-eva-louis-vuitton-handbag-11195267.shtml","Fashion Activist","25 cm","13 cm",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"July 14, 2020","440",440,500,10,"Louis Vuitton ","Alma ","Good condition","Cloth ","White ","France","Dominique","","14/07/2020 ","11051881","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-alma-louis-vuitton-handbag-11051881.shtml","","38 cm","24 cm","16 cm"
"July 27, 2020","440",440,625,14,"Louis Vuitton ","Evora ","Fair condition","Cloth ","Brown ","Italy","mary","","13/07/2020 ","11044480","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-evora-louis-vuitton-handbag-11044480.shtml","Expert SellerFashion Activist","39 cm","34 cm","12 cm"
"August 19, 2020","440",440,500,2,"Louis Vuitton ","Bosphore ","Good condition","Cloth ","Multicolour ","Italy","giulia","","12/07/2020 ","11033287","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/multicolour-cloth-bosphore-louis-vuitton-handbag-11033287.shtml","Fashion Activist","26 cm","26 cm","1,5 cm"
"July 15, 2020","440",440,459,10,"Louis Vuitton ","Drouot  ","Good condition","Cloth ","Brown ","Italy","amy","","10/07/2020 ","11023314","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-drouot-louis-vuitton-handbag-11023314.shtml","","20 cm","22 cm","10 cm"
"August 25, 2020","440",440,440,45,"Louis Vuitton ",NA,"Good condition","Cloth ","Brown ","Switzerland","Fancy Lux","","10/07/2020 ","11026070","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11026070.shtml","Professional seller",NA,NA,NA
"July 8, 2020","440",440,440,37,"Louis Vuitton ","No<U+00E9> ","Good condition","Cloth ","Brown ","Netherlands","cassie","","07/07/2020 ","10975882","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10975882.shtml","Expert SellerFashion Activist","26 cm","34 cm","19 cm"
"August 15, 2020","440",440,440,106,"Louis Vuitton ","Saumur ","Good condition","Cloth ","Brown ","Switzerland","Fancy Lux","","06/07/2020 ","10978142","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-10978142.shtml","Professional seller",NA,NA,NA
"July 1, 2020","440",440,469,6,"Louis Vuitton ","Marly vintage ","Good condition","Cloth ","Brown ","Italy","amy","","01/07/2020 ","10914480","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-marly-vintage-louis-vuitton-handbag-10914480.shtml","","22 cm","12 cm","4 cm"
"October 11, 2020","440",440,499,9,"Louis Vuitton ","Alma ","Good condition","Cloth ","Brown ","France","the brand collector","","29/06/2020 ","10887421","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-louis-vuitton-handbag-10887421.shtml","Professional seller",NA,NA,NA
"June 23, 2020","440",440,510,14,"Louis Vuitton ","Speedy ","Good condition","Cloth ","Brown ","Italy","c","Dustbag","21/06/2020 ","10803010","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10803010.shtml","Expert SellerFashion Activist","25 cm","20 cm","15 cm"
"August 7, 2020","440",440,480,21,"Louis Vuitton ","Delightful ","Fair condition","Cloth ","Brown ","Germany","Alica","Dustbag","12/06/2020 ","10687061","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-delightful-louis-vuitton-handbag-10687061.shtml","Fashion Activist","46 cm","26 cm","18 cm"
"June 16, 2020","440",440,485,25,"Louis Vuitton ","Speedy ","Very good condition","Cloth ","Brown ","Spain","mery","","12/06/2020 ","10685345","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10685345.shtml","Fashion Activist","35 cm","25 cm","19 cm"
"June 28, 2020","440",440,510,16,"Louis Vuitton ",NA,"Very good condition","Cloth ","Brown ","Monaco","alexia","","11/06/2020 ","10683488","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10683488.shtml","","30 cm","13 cm","12 cm"
"July 9, 2020","440",440,490,19,"Louis Vuitton ","Lockit ","Very good condition","Leather ","Blue ","Italy","simone","","06/06/2020 ","10611081","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-leather-lockit-louis-vuitton-handbag-10611081.shtml","","28 cm","25 cm","15 cm"
"June 15, 2020","440",440,450,16,"Louis Vuitton ","Tivoli ","Good condition","Cloth ","Brown ","Bulgaria","luxury","","01/06/2020 ","10540655","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-tivoli-louis-vuitton-handbag-10540655.shtml","","28,5 cm","24 cm","16 cm"
"August 18, 2020","440",440,450,31,"Louis Vuitton ","Cite  ","Good condition","Cloth ","Brown ","Spain","Martin","","29/05/2020 ","10526641","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-cite-louis-vuitton-handbag-10526641.shtml","Expert Seller","36 cm","21 cm","12 cm"
"June 7, 2020","440",440,440,8,"Louis Vuitton ","Speedy ","Good condition","Cloth ","Brown ","France","Gauthier","","29/05/2020 ","10518307","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10518307.shtml","Professional seller","40 cm","254 cm","19 cm"
"May 25, 2020","440",440,440,12,"Louis Vuitton ","Neverfull ","Fair condition","Cloth ","Brown ","Sweden","Nadia","","25/05/2020 ","10479623","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-10479623.shtml","Fashion Activist","55 cm","33 cm","20 cm"
"May 15, 2020","440",440,489,5,"Louis Vuitton ","Alma ","Good condition","Cloth ","Brown ","Italy","amy","","14/05/2020 ","10332263","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-louis-vuitton-handbag-10332263.shtml","","30 cm","24 cm","16 cm"
"May 17, 2020","440",440,450,28,"Louis Vuitton ","Multi Pochette Access ","Never worn","Cloth ","Other ","Finland","Mia","Dustbag","13/05/2020 ","10331252","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-multi-pochette-accessoires-louis-vuitton-handbag-10331252.shtml","Expert SellerFashion Activist","9 cm","9 cm","2 cm"
"May 18, 2020","440",440,580,18,"Louis Vuitton ","Passy ","Very good condition","Leather ","Brown ","Belgium","Charlotte","","26/04/2020 ","10100762","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-passy-louis-vuitton-handbag-10100762.shtml","Fashion Activist","33,02 cm","25,4 cm","12,7 cm"
"May 26, 2020","440",440,475,27,"Louis Vuitton ","Speedy ","Good condition","Cloth ","White ","Netherlands","aylin","","06/04/2020 ","9891544","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-speedy-louis-vuitton-handbag-9891544.shtml","","35 cm","23 cm","18 cm"
"June 28, 2020","440",440,440,21,"Louis Vuitton ","Speedy ","Good condition","Cloth ","Brown ","France","Gauthier","","22/01/2020 ","9238773","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-9238773.shtml","Professional seller","40 cm","25 cm","19 cm"
"September 10, 2020","440",440,550,11,"Louis Vuitton ",NA,"Good condition","Cloth ","Brown ","Spain","kewaybags","","11/12/2019 ","8946580","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-8946580.shtml","Professional seller","19 cm","19 cm","7 cm"
"September 9, 2020","440",440,550,151,"Louis Vuitton ","Speedy ","Good condition","Cloth ","Brown ","Spain","kewaybags","","22/10/2019 ","8520150","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-8520150.shtml","Professional seller","25 cm","19 cm","15 cm"
"August 10, 2020","440",440,440,48,"Louis Vuitton ","Looping ","Good condition","Cloth ","Brown ","France","mahdi","","04/09/2019 ","8149456","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-looping-louis-vuitton-handbag-8149456.shtml","","30 cm","16 cm","9 cm"
"September 27, 2020","440",440,550,12,"Louis Vuitton ","Deauville ","Good condition","Cloth ","Brown ","Germany","Robi","","20/01/2018 ","5086675","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-deauville-louis-vuitton-handbag-5086675.shtml","","35 cm","27 cm",NA
"June 23, 2020","458.62",440.02,681.67,73,"Louis Vuitton ","Galliera ","Very good condition","Cloth ","White ","Hong Kong","michelle","Dustbag","09/01/2020 ","8988260","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-galliera-louis-vuitton-handbag-8988260.shtml","Trusted Sellervia our Concierge Service","42 cm","29 cm","17 cm"
"August 18, 2020","440.03",440.03,650,20,"Louis Vuitton ",NA,"Very good condition","Cloth ","Brown ","Italy","iman","","24/06/2020 ","10843104","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10843104.shtml","Trusted SellerFashion Activist","12 cm","22 cm","5 cm"
"November 3, 2020","440.29",440.29,484.32,22,"Louis Vuitton ","Bucket  ","Good condition","Cloth ","Brown ","United States","betty","","21/10/2020 ","12383631","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-12383631.shtml","Expert SellerFashion Activist","23.4 cm","25.4 cm","12.7 cm"
"October 24, 2020","433.59",440.29,440.29,19,"Louis Vuitton ","Cite  ","Good condition","Cloth ","Brown ","United States","fadoua","Card or certificate","20/10/2020 ","12346120","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-cite-louis-vuitton-handbag-12346120.shtml","Trusted Seller","26.7 cm","15.2 cm","10.2 cm"
"October 19, 2020","437.66",440.29,440.29,79,"Louis Vuitton ","Alma ","Very good condition","Leather ","Brown ","United States","Elle","","15/10/2020 ","12277408","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-alma-louis-vuitton-handbag-12277408.shtml","Expert SellerFashion Activist","31.8 cm","23.9 cm","16.5 cm"
"September 8, 2020","432.85",440.29,572.38,11,"Louis Vuitton ","Galliera ","Good condition","Cloth ","Brown ","Germany","lily","","26/08/2020 ","11534723","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-galliera-louis-vuitton-handbag-11534723.shtml","","40 cm","30 cm","12 cm"
"August 3, 2020","435.06",440.29,440.29,9,"Louis Vuitton ","Naviglio ","Very good condition","Cloth ","Brown ","Canada","Novia","","22/07/2020 ","11141674","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-naviglio-louis-vuitton-handbag-11141674.shtml","Fashion Activist","27.9 cm","22.9 cm","12.7 cm"
"July 15, 2020","451.54",440.29,513.38,29,"Louis Vuitton ","Alma ","Very good condition","Cloth ","Brown ","Japan","fashionista vintage","Dustbag","25/06/2020 ","10848017","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-louis-vuitton-handbag-10848017.shtml","Professional seller",NA,NA,NA
"June 9, 2020","454.14",440.29,440.29,16,"Louis Vuitton ","Speedy ","Good condition","Cloth ","Brown ","United States","Gilliane","Dustbag","03/06/2020 ","10572598","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10572598.shtml","Expert SellerFashion Activist","17 cm","21.1 cm","30 cm"
"June 11, 2020","454.14",440.29,440.29,5,"Louis Vuitton ",NA,"Very good condition","Leather ","Brown ","United Kingdom","ezone","","01/06/2020 ","10553927","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-louis-vuitton-handbag-10553927.shtml","Professional seller","31 cm","36 cm",NA
"June 27, 2020","456.77",440.29,440.29,33,"Louis Vuitton ","Papillon ","Very good condition","Cloth ","Brown ","United States","betty","Dustbag","19/05/2020 ","10404798","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-10404798.shtml","Expert SellerFashion Activist","30 cm","15.2 cm","15.2 cm"
"June 9, 2020","454.14",440.29,466.71,20,"Louis Vuitton ","Speedy ","Very good condition","Cloth ","Brown ","Japan","fashionista vintage","","21/04/2020 ","10052155","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10052155.shtml","Professional seller",NA,NA,NA
"October 2, 2020","436.1",440.94,477.8,21,"Louis Vuitton ",NA,"Very good condition","Patent leather ","Burgundy ","United Kingdom","sevi","","30/09/2020 ","12017206","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-patent-leather-louis-vuitton-handbag-12017206.shtml","","25 cm","18 cm","7 cm"
"July 31, 2020","435.56",441.17,471.99,11,"Louis Vuitton ","Saumur ","Good condition","Cloth ","Brown ","Japan","kingram","","05/04/2020 ","9875588","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-9875588.shtml","Professional seller",NA,NA,NA
"June 7, 2020","441.31",441.31,530,8,"Louis Vuitton ","No<U+00E9> ","Very good condition","Denim - Jeans ","Brown ","Spain","gina ","","06/06/2020 ","10609906","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-denim-jeans-noe-louis-vuitton-handbag-10609906.shtml","Expert SellerProfessional seller","17 cm","18 cm",NA
"November 2, 2020","442",442,465,10,"Louis Vuitton ","Chantilly ","Good condition","Cloth ","Brown ","France","the brand collector","","21/10/2020 ","12366106","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-chantilly-louis-vuitton-handbag-12366106.shtml","Professional seller",NA,NA,NA
"October 10, 2020","442",442,465,7,"Louis Vuitton ","Speedy ","Very good condition","Cloth ","Brown ","France","the brand collector","","06/10/2020 ","12106143","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-12106143.shtml","Professional seller",NA,NA,NA
"September 28, 2020","520",442,670,14,"Louis Vuitton ","Speedy ","Very good condition","Cloth ","White ","Germany","sandra","","17/09/2020 ","11833031","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-speedy-louis-vuitton-handbag-11833031.shtml","Expert SellerFashion Activist","35 cm","35 cm","35 cm"
"August 30, 2020","442",442,442,18,"Louis Vuitton ","Reporter ","Good condition","Cloth ","Brown ","Italy","beatrice's closet","","20/06/2020 ","10794063","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-reporter-louis-vuitton-handbag-10794063.shtml","Expert SellerFashion ActivistProfessional seller","30 cm","21 cm","13 cm"
