"Date_sold","Price_sold","Last_known_price","Initial_price","Likes","Designer","Model","Condition","Material","Color","Location","Seller","Sold_with","Online_since","Reference","Link","Seller_title","Width","Height","Depth"
"October 12, 2020","265,13",269.46,299.4,11,"Louis Vuitton ","Cartouchi<U+00E8>re ","Fair condition","Cloth ","Brown ","Japan","Brand street tokyo","","26/06/2020 ","10874216","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-cartouchiere-louis-vuitton-handbag-10874216.shtml","Professional seller",NA,NA,NA
"May 21, 2020","286,23",269.46,287.07,12,"Louis Vuitton ","Jeune fille  ","Good condition","Cloth ","Brown ","Japan","life time","","20/04/2020 ","10040901","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-jeune-fille-louis-vuitton-handbag-10040901.shtml","Professional seller",NA,NA,NA
"September 27, 2020","269,78",269.55,317.01,12,"Louis Vuitton ","Speedy ","Fair condition","Cloth ","Brown ","Japan","Brand street tokyo","","18/09/2020 ","11858652","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11858652.shtml","Professional seller",NA,NA,NA
"August 5, 2020","266,95",269.71,299.4,9,"Louis Vuitton ","No<U+00E9> ","Fair condition","Cloth ","Brown ","Japan","Brand street tokyo","","31/07/2020 ","11271838","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11271838.shtml","Professional seller",NA,NA,NA
"October 24, 2020","270",270,270,8,"Louis Vuitton ",NA,"Fair condition","Denim - Jeans ","Blue ","Monaco","Elle ","","24/10/2020 ","12445199","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-denim-jeans-louis-vuitton-handbag-12445199.shtml","","25 cm","15 cm","5 cm"
"October 20, 2020","270",270,320,7,"Louis Vuitton ","Lussac ","Very good condition","Leather ","Yellow ","Italy","camilla","","16/10/2020 ","12281407","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-leather-lussac-louis-vuitton-handbag-12281407.shtml","","38 cm","30 cm","9 cm"
"August 10, 2020","270",270,300,0,"Louis Vuitton ","Figheri ","Good condition","Cloth ","Ecru ","France","ingrid ","","10/08/2020 ","11357066","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/ecru-cloth-figheri-louis-vuitton-handbag-11357066.shtml","","33 cm","27 cm","14 cm"
"July 15, 2020","270",270,270,4,"Louis Vuitton ","Roxbury ","Good condition","Plastic ","White ","Cyprus"," christiana","","14/07/2020 ","11054491","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-plastic-roxbury-louis-vuitton-handbag-11054491.shtml","","32 cm","18 cm","10 cm"
"July 3, 2020","270",270,270,6,"Louis Vuitton ","Od<U+00E9>on ","Fair condition","Cloth ","Brown ","Spain","carolina","Dustbag","03/07/2020 ","10947840","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-odeon-louis-vuitton-handbag-10947840.shtml","","31,5 cm","33 cm","5,3 cm"
"May 26, 2020","270",270,270,16,"Louis Vuitton ","Croissant  ","Good condition","Cloth ","Other ","France","L<U+00E9>a ","","26/05/2020 ","10479184","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-croissant-louis-vuitton-handbag-10479184.shtml","","25 cm","14 cm","2 cm"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"May 29, 2020","270",270,380,13,"Louis Vuitton ","Bucket  ","Fair condition","Cloth ","Brown ","Bulgaria","bcbg","","17/05/2020 ","10372542","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-10372542.shtml","","27,5 cm","25,5 cm",NA
"May 11, 2020","270",270,270,13,"Louis Vuitton ","Bucket  ","Good condition","Cloth ","Brown ","Italy","laura","","11/05/2020 ","10282547","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-10282547.shtml","","25 cm","35 cm","8 cm"
"May 11, 2020","270",270,270,3,"Louis Vuitton ","Papillon ","Very good condition","Cloth ","Brown ","Italy","chiara","","11/05/2020 ","10286264","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-10286264.shtml","","28 cm","14 cm","14 cm"
"June 1, 2020","270",270,535,33,"Louis Vuitton ","Speedy ","Good condition","Cloth ","White ","Romania","aura","","10/05/2020 ","10277210","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-speedy-louis-vuitton-handbag-10277210.shtml","","30 cm","21 cm","17 cm"
"May 9, 2020","270",270,350,8,"Louis Vuitton ","Houston ","Very good condition","Patent leather ","Black ","France","alexandre","","09/05/2020 ","10280576","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-patent-leather-houston-louis-vuitton-handbag-10280576.shtml","","25 cm","30 cm","15 cm"
"May 12, 2020","270",270,450,16,"Louis Vuitton ","Speedy ","Fair condition","Cloth ","White ","Italy","Lavinia","","30/04/2020 ","10162191","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-speedy-louis-vuitton-handbag-10162191.shtml","","23 cm","35 cm","18 cm"
"October 6, 2020","270",270,350,37,"Louis Vuitton ",NA,"Good condition","Cloth ","Brown ","France","Beatrice","","26/04/2020 ","10091851","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10091851.shtml","","35 cm","30 cm",NA
"July 8, 2020","270",270,300,27,"Louis Vuitton ","No<U+00E9> ","Fair condition","Leather ","Blue ","Switzerland","Fancy Lux","","17/03/2020 ","9739144","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-leather-noe-louis-vuitton-handbag-9739144.shtml","Professional seller","23.5 cm","26 cm","18 cm"
"July 8, 2020","270",270,450,128,"Louis Vuitton ",NA,"Very good condition","Synthetic ","Brown ","France","Chlo<U+00E9> | Luxury","","30/01/2020 ","9296247","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-synthetic-louis-vuitton-handbag-9296247.shtml","via our Concierge ServiceProfessional seller","34 cm","27 cm","10 cm"
"September 12, 2020","270",270,349,16,"Louis Vuitton ","Josephine  ","Fair condition","Cloth ","Navy ","Spain","javier","","29/09/2019 ","8322958","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/navy-cloth-josephine-louis-vuitton-handbag-8322958.shtml","","35 cm","25 cm","13 cm"
"October 4, 2020","270",270,490,9,"Louis Vuitton ",NA,"Good condition","Cloth ","Purple ","Spain","Eleonora ","","19/07/2019 ","7905404","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/purple-cloth-louis-vuitton-handbag-7905404.shtml","","30 cm","20 cm","30 cm"
"May 24, 2020","270",270,270,57,"Louis Vuitton ",NA,"Good condition","Patent leather ","Yellow ","Spain","kewaybags","","05/04/2019 ","7265644","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-patent-leather-louis-vuitton-handbag-7265644.shtml","Professional seller","17 cm","18 cm","5 cm"
"August 21, 2020","265,55",270.34,422.68,22,"Louis Vuitton ","Sonatine ","Good condition","Cloth ","Brown ","United States","Cashinmybag","","02/01/2020 ","9082352","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-sonatine-louis-vuitton-handbag-9082352.shtml","Professional seller",NA,NA,NA
"June 6, 2020","272,34",270.37,477.8,20,"Louis Vuitton ","Speedy ","Fair condition","Cloth ","Brown ","United Kingdom","pinky","Dustbag","14/03/2020 ","9709651","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-9709651.shtml","","35 cm","23 cm","18 cm"
"November 2, 2020","270,45",270.75,622.28,83,"Louis Vuitton ",NA,"Fair condition","Leather ","Black ","United Kingdom","haute ","","19/09/2020 ","11870784","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-11870784.shtml","Professional seller",NA,NA,NA
"September 17, 2020","271,10",271.1,395,18,"Louis Vuitton ","Bedford ","Good condition","Patent leather ","Burgundy ","Greece","maria","Dustbag","06/09/2020 ","11678655","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-patent-leather-bedford-louis-vuitton-handbag-11678655.shtml","","30 cm","15 cm","15 cm"
"June 5, 2020","273,03",271.78,398.17,23,"Louis Vuitton ","Reporter ","Fair condition","Cloth ","Brown ","United Kingdom","kaori","","14/01/2020 ","9156997","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-reporter-louis-vuitton-handbag-9156997.shtml","","28 cm","20 cm","12 cm"
"June 24, 2020","281,03",272.1,528.35,135,"Louis Vuitton ","Alma ","Very good condition","Cloth ","Brown ","United States","emodaoutlet","Dustbag","02/01/2018 ","5029913","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-louis-vuitton-handbag-5029913.shtml","Professional seller","31.8 cm","24 cm","17 cm"
"September 21, 2020","267,56",272.12,318.11,3,"Louis Vuitton ","Reporter ","Good condition","Cloth ","Brown ","Hong Kong","yyt","","21/09/2020 ","11885789","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-reporter-louis-vuitton-handbag-11885789.shtml","","28 cm","21 cm","13 cm"
"June 26, 2020","281,88",272.43,378.65,4,"Louis Vuitton ","Cartouchi<U+00E8>re ","Fair condition","Cloth ","Brown ","Japan","Brand street tokyo","","12/06/2020 ","10689307","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-cartouchiere-louis-vuitton-handbag-10689307.shtml","Professional seller",NA,NA,NA
"August 1, 2020","267,42",272.67,340.83,8,"Louis Vuitton ","Speedy ","Fair condition","Cloth ","Brown ","Hong Kong","gloria","","28/07/2020 ","11193301","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11193301.shtml","","30 cm","21 cm","17 cm"
"August 16, 2020","271,63",272.83,443.67,21,"Louis Vuitton ","Josephine  ","Very good condition","Cotton ","Blue ","United Kingdom","ug","Dustbag","03/08/2020 ","11290398","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-cotton-josephine-louis-vuitton-handbag-11290398.shtml","","44.5 cm","25.4 cm","14 cm"
"November 3, 2020","272,98",272.98,272.98,16,"Louis Vuitton ",NA,"Fair condition","Cloth ","Brown ","Japan","luxe brand cerisier","","12/10/2020 ","12230691","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12230691.shtml","Professional seller",NA,NA,NA
"November 1, 2020","272,05",272.98,272.98,6,"Louis Vuitton ","Piano ","Fair condition","Cloth ","Brown ","Japan","luxe brand cerisier","","11/10/2020 ","12215112","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-piano-louis-vuitton-handbag-12215112.shtml","Professional seller",NA,NA,NA
"July 30, 2020","271,12",272.98,272.98,20,"Louis Vuitton ","Trocad<U+00E9>ro ","Fair condition","Cloth ","Brown ","Japan","luxe brand cerisier","","22/07/2020 ","11164886","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-trocadero-louis-vuitton-handbag-11164886.shtml","Professional seller",NA,NA,NA
"August 11, 2020","269,74",272.98,272.98,1,"Louis Vuitton ","Nile ","Fair condition","Cloth ","Brown ","Japan","luxe brand cerisier","","22/07/2020 ","11164988","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-nile-louis-vuitton-handbag-11164988.shtml","Professional seller",NA,NA,NA
"August 20, 2020","265,90",272.98,334.62,35,"Louis Vuitton ",NA,"Never worn","Cloth ","Brown ","Vestiaire Collective New York","luxe brand cerisier","","06/04/2020 ","9886389","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-9886389.shtml","Professional seller",NA,NA,NA
"June 12, 2020","279,22",272.98,352.23,26,"Louis Vuitton ","Marly ","Fair condition","Cloth ","Brown ","Japan","luxe brand cerisier","","30/01/2020 ","9305581","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-marly-louis-vuitton-handbag-9305581.shtml","Professional seller",NA,NA,NA
"September 28, 2020","269,44",273.03,284.41,6,"Louis Vuitton ","Luco ","Very good condition","Cloth ","Brown ","United Kingdom","zara","","28/09/2020 ","11962930","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-luco-louis-vuitton-handbag-11962930.shtml","","40.5 cm","30 cm","4 cm"
"August 30, 2020","275,78",273.03,318.53,12,"Louis Vuitton ","Palermo ","Fair condition","Cloth ","Brown ","United Kingdom","song  ","","26/08/2020 ","11523450","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-palermo-louis-vuitton-handbag-11523450.shtml","","37 cm","26 cm","17 cm"
"August 6, 2020","272,43",273.03,273.03,20,"Louis Vuitton ","Cartouchi<U+00E8>re ","Fair condition","Cloth ","Multicolour ","United Kingdom","song  ","","27/07/2020 ","11205715","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/multicolour-cloth-cartouchiere-louis-vuitton-handbag-11205715.shtml","","27 cm","20 cm","7 cm"
"July 16, 2020","273,13",273.13,380,3,"Louis Vuitton ","Chantilly ","Very good condition","Cloth ","Brown ","Bulgaria","Iv","","15/07/2020 ","11061787","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-chantilly-louis-vuitton-handbag-11061787.shtml","","19 cm","19 cm","5 cm"
"August 24, 2020","270,15",273.86,273.86,11,"Louis Vuitton ","Trocad<U+00E9>ro ","Fair condition","Cloth ","Brown ","Japan","allu","","22/08/2020 ","11475911","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-trocadero-louis-vuitton-handbag-11475911.shtml","Professional seller","73.7 cm","43.2 cm","15.2 cm"
"July 10, 2020","274",274,334,13,"Louis Vuitton ","Houston ","Good condition","Patent leather ","Blue ","Netherlands","Sandra","","27/04/2020 ","10102624","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-patent-leather-houston-louis-vuitton-handbag-10102624.shtml","","30 cm","26 cm","15 cm"
"September 6, 2020","274,26",274.26,300,21,"Louis Vuitton ","Papillon ","Good condition","Cloth ","Brown ","France","justine ","","05/09/2020 ","11664660","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-11664660.shtml","","15 cm",NA,"6,5 cm"
"October 31, 2020","275",275,299,13,"Louis Vuitton ","Speedy ","Fair condition","Cloth ","Other ","Germany","Sophie","","26/10/2020 ","12466914","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-speedy-louis-vuitton-handbag-12466914.shtml","","40 cm","25 cm","19 cm"
"October 21, 2020","275",275,275,4,"Louis Vuitton ","Papillon ","Good condition","Patent leather ","Other ","France","semih","","14/10/2020 ","12251090","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/patent-leather-papillon-louis-vuitton-handbag-12251090.shtml","","31 cm","15 cm","15 cm"
"September 21, 2020","275",275,295,74,"Louis Vuitton ","Papillon ","Very good condition","Cloth ","Brown ","Italy","susanna","","18/09/2020 ","11844211","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-11844211.shtml","","30 cm","15 cm","15 cm"
"October 14, 2020","275",275,360,80,"Louis Vuitton ","Speedy ","Fair condition","Cloth ","Other ","Italy","paola","","17/09/2020 ","11838498","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-speedy-louis-vuitton-handbag-11838498.shtml","","25 cm","21 cm",NA
"October 9, 2020","275",275,450,5,"Louis Vuitton ","Jasmin ","Very good condition","Leather ","White ","France","Eva","","11/09/2020 ","11738234","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-leather-jasmin-louis-vuitton-handbag-11738234.shtml","","32 cm","19 cm","10 cm"
"September 10, 2020","275",275,606,78,"Louis Vuitton ","N<U+00E9>oNo<U+00E9> ","Fair condition","Cloth ","Yellow ","Italy","michelle  ","","04/09/2020 ","11652111","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-cloth-neonoe-louis-vuitton-handbag-11652111.shtml","","24 cm","23 cm","23 cm"
"September 11, 2020","275",275,329,31,"Louis Vuitton ","Ipanema ","Fair condition","Cloth ","Other ","Netherlands","Simone","Dustbag","02/09/2020 ","11629994","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-ipanema-louis-vuitton-handbag-11629994.shtml","","18 cm","13 cm","5 cm"
"September 3, 2020","275",275,320,32,"Louis Vuitton ","No<U+00E9> ","Fair condition","Leather ","Black ","France","Vestiaire Collective","","28/08/2020 ","11557348","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-noe-louis-vuitton-handbag-11557348.shtml","Professional seller","30 cm","25.5 cm","18 cm"
"August 29, 2020","275",275,334,13,"Louis Vuitton ","Musette ","Good condition","Cloth ","Brown ","Italy","aurelia","Dustbag","26/08/2020 ","11532265","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-musette-louis-vuitton-handbag-11532265.shtml","","31 cm","35 cm","4 cm"
"August 22, 2020","275",275,350,5,"Louis Vuitton ","No<U+00E9> ","Good condition","Leather ","Black ","Italy","Matthew","","22/08/2020 ","11485302","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-noe-louis-vuitton-handbag-11485302.shtml","","27 cm","27 cm",NA
"August 10, 2020","275",275,362,10,"Louis Vuitton ","Speedy ","Good condition","Cloth ","Brown ","France","fatoumata","","10/08/2020 ","11345000","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11345000.shtml","","40 cm","25 cm","19 cm"
"August 20, 2020","275",275,300,11,"Louis Vuitton ","Reporter ","Fair condition","Cloth ","Brown ","Germany","dong","","04/08/2020 ","11303397","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-reporter-louis-vuitton-handbag-11303397.shtml","","30 cm","19 cm","14 cm"
"August 4, 2020","275",275,295,21,"Louis Vuitton ","No<U+00E9> ","Fair condition","Cloth ","Brown ","Belgium","Glen","Dustbag","03/08/2020 ","11278074","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11278074.shtml","","26,5 cm","33 cm","18,5 cm"
"June 21, 2020","275",275,275,30,"Louis Vuitton ","Saint Cloud vintage ","Fair condition","Cloth ","Brown ","Austria","daniela ","","19/06/2020 ","10789345","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saint-cloud-vintage-louis-vuitton-handbag-10789345.shtml","","15.2 cm","17.8 cm","5.1 cm"
"June 18, 2020","275",275,299,5,"Louis Vuitton ","Speedy ","Fair condition","Cloth ","Brown ","Bulgaria","Plamen","","18/06/2020 ","10765759","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10765759.shtml","Professional seller","30 cm","21 cm",NA
