"Date_sold","Likes","Designer","Model","Price_sold","Condition","Material","Color","Width","Height","Depth","Location","Seller","Sold_with","Online_since","Reference"
"November 23, 2019",5,"Carolina Herrera",NA,"260 €","Very good condition  More infos","Leather","Pink","18,5 cm","13,3 cm","7 cm","Spain","gloria","","21/11/2019","8776445"
"March 8, 2020",3,"Carolina Herrera",NA,"320 €","Very good condition  More infos","Leather","Blue","25 cm","21 cm","11 cm","France","valeria","","16/12/2019","8978223"
"June 4, 2020",17,"Carolina Herrera",NA,"561,39 €","Very good condition  More infos","Leather","Pink","26 cm","19 cm","13 cm","Netherlands","Ruby","","08/12/2019","8917091"
"February 24, 2020",8,"Carolina Herrera",NA,"95 €","Very good condition  More infos","Cloth","Multicolour","30 cm","15 cm","10 cm","Portugal","Maria","","29/12/2019","9060612"
"July 20, 2020",25,"Carolina Herrera",NA,"125 €","Good condition  More infos","Cloth","Other","25 cm","30 cm","7 cm","Spain","ana","","19/02/2020","9491333"
"February 13, 2020",21,"Carolina Herrera",NA,"150 €","Very good condition  More infos","Leather","Black","21 cm","16 cm","7 cm","France","Aurelie","","17/11/2019","8735990"
"March 19, 2020",9,"Carolina Herrera",NA,"240 €","Very good condition  More infos","Leather","Camel","38 cm","27 cm","18 cm","Spain","manuela","","26/11/2019","8815682"
"April 16, 2020",2,"Carolina Herrera",NA,"112 €","Good condition  More infos","Leather","White","13 cm","42 cm","23 cm","Portugal","Moreira","","05/01/2020","9105612"
"December 4, 2019",1,"Carolina Herrera",NA,"515 €","Very good condition  More infos","Fur","Other","32 cm","22 cm","18 cm","Spain","maria","","27/11/2019","8823123"
"July 16, 2020",8,"Carolina Herrera",NA,"338,66 €","Good condition  More infos","Leather","Red","35.6 cm","25.4 cm","17.8 cm","United States","isela","","15/01/2020","9184991"
"November 26, 2019",2,"Carolina Herrera",NA,"100 €","Very good condition  More infos","Leather","Black","17 cm","20 cm",NA,"Germany","maria rosa","Dustbag","09/11/2019","8659302"
"January 13, 2020",1,"Carolina Herrera",NA,"225 €","Very good condition  More infos","Leather","Silver","38 cm","29 cm","17 cm","Portugal","mini","","19/11/2019","8750161"
"April 19, 2020",10,"Carolina Herrera",NA,"190 €","Good condition  More infos","Leather","Yellow","28 cm","20 cm","10 cm","Spain","elena","","18/01/2020","9209531"
"December 21, 2019",3,"Carolina Herrera",NA,"449,76 €","Very good condition  More infos","Leather","Brown","41 cm","25 cm","25 cm","Portugal","sara","","15/12/2019","8971071"
"December 1, 2019",0,"Carolina Herrera",NA,"55 €","Very good condition  More infos","Cloth","Brown","39 cm","21 cm","12 cm","Belgium","louiza","","01/12/2019","8861418"
"December 9, 2019",0,"Carolina Herrera",NA,"265 €","Very good condition  More infos","Fur","White","47 cm","25 cm","18 cm","Spain","maria","","06/12/2019","8899680"
"November 3, 2019",3,"Carolina Herrera",NA,"195 €","Very good condition  More infos","Leather","White","20 cm","20 cm","15 cm","Spain","ana","Dustbag ,Original box","01/11/2019","8597256"
"February 12, 2020",2,"Carolina Herrera",NA,"70 €","Good condition  More infos","Leather","Purple","44 cm","31 cm","17 cm","Portugal","Alexandra","Dustbag","07/02/2020","9393494"
"July 12, 2020",14,"Carolina Herrera",NA,"90 €","Very good condition  More infos","Denim - Jeans","Red","45 cm","30 cm","30 cm","Spain","Amalia","","04/12/2019","8886407"
"July 11, 2020",44,"Carolina Herrera",NA,"65 €","Good condition  More infos","Cloth","Brown","21 cm","12 cm","9 cm","Spain","Soledad","","17/02/2020","9477280"
"March 8, 2020",23,"Carolina Herrera",NA,"574 €","Good condition  More infos","Leather","Beige","27 cm","21 cm","13 cm","Denmark","caroline","","09/10/2019","8246056"
"February 11, 2020",7,"Carolina Herrera",NA,"135 €","Good condition  More infos","Leather","Blue","33 cm","25 cm",NA,"Portugal","Sara de Noronha Pimentel","","27/12/2019","9049278"
"July 9, 2020",15,"Carolina Herrera",NA,"170,83 €","Good condition  More infos","Leather","Gold","32 cm","23 cm","1 cm","United Arab Emirates","The Luxury Closet","","23/02/2020","9529716"
"February 9, 2020",5,"Carolina Herrera",NA,"98 €","Very good condition  More infos","Leather","Brown","34 cm","25 cm","18 cm","Spain","amaya","","06/12/2019","8906513"
"June 8, 2020",8,"Carolina Herrera",NA,"125 €","Very good condition  More infos","Leather","Black","26 cm","11 cm","4 cm","Spain","kewaybags","","17/02/2020","9480898"
"January 11, 2020",3,"Carolina Herrera",NA,"325 €","Very good condition  More infos","Leather","Red","49 cm","36 cm","19 cm","Vestiaire Collective Paris","Vestiaire Collective Paris","","03/11/2019","8608664"
"November 10, 2019",2,"Carolina Herrera",NA,"285,48 €","Very good condition  More infos","Leather","Pink","40 cm","23 cm","10 cm","Spain","tania","","06/11/2019","8642280"
"December 10, 2019",4,"Carolina Herrera",NA,"140 €","Very good condition  More infos","Leather","Brown","37 cm","27 cm","19 cm","Spain","marta","Dustbag","04/12/2019","8887550"
"March 8, 2020",9,"Carolina Herrera",NA,"350 €","Good condition  More infos","Fur","Black","25 cm","35 cm","5 cm","Spain","lalita","Card or certificate","02/02/2020","9340423"
"March 7, 2020",4,"Carolina Herrera",NA,"60 €","Fair condition  More infos","Leather","Red","28 cm","15,5 cm","13,5 cm","Portugal","alicia","","24/02/2020","9538030"
"December 12, 2019",2,"Carolina Herrera",NA,"115 €","Very good condition  More infos","Leather","Purple","24.1 cm","20.3 cm","6.4 cm","Russia","yana","Dustbag","04/12/2019","8885882"
"April 20, 2020",5,"Carolina Herrera",NA,"267,16 €","Very good condition  More infos","Fur","Blue","43 cm","35 cm","18 cm","Spain","Marta","","01/12/2019","8857783"
"January 9, 2020",0,"Carolina Herrera",NA,"120 €","Good condition  More infos","Leather","Beige","37 cm","27 cm","17 cm","Spain","Carolina","","07/01/2020","9124713"
"October 10, 2019",7,"Carolina Herrera",NA,"85 €","Very good condition  More infos","Leather","Red","20 cm","17 cm",NA,"France","Alicia","","28/09/2019","8321635"
"December 28, 2019",14,"Carolina Herrera",NA,"290 €","Very good condition  More infos","Leather","Green","37 cm","22 cm","18 cm","Spain","maría","","22/10/2019","8512604"
"February 17, 2020",2,"Carolina Herrera",NA,"179 €","Very good condition  More infos","Leather","Brown","34 cm","19 cm",NA,"Spain","nuria","","27/11/2019","8825087"
"April 16, 2020",19,"Carolina Herrera",NA,"105 €","Good condition  More infos","Leather","Black","39 cm","24 cm",NA,"France","isabelle","","19/11/2019","8755999"
"September 11, 2019",2,"Carolina Herrera",NA,"125 €","Very good condition  More infos","Leather","Black","25 cm","15 cm","7 cm","Spain","concepcion","","09/09/2019","8186153"
"October 27, 2019",2,"Carolina Herrera",NA,"231,58 €","Very good condition  More infos","Leather","Yellow","20 cm","16 cm","7 cm","Denmark","kristina","","22/10/2019","8513908"
"October 20, 2019",5,"Carolina Herrera",NA,"161,52 €","Very good condition  More infos","Leather","Other","20 cm","13 cm","7 cm","Spain","maria","","03/09/2019","8145332"
"December 28, 2019",3,"Carolina Herrera",NA,"107,59 €","Good condition  More infos","Leather","Camel","46 cm","28 cm","25 cm","Croatia","iva","","27/12/2019","9047573"
"November 15, 2019",12,"Carolina Herrera",NA,"128,26 €","Very good condition  More infos","Leather","Black","18 cm","13 cm","8 cm","Spain","maria","","03/09/2019","8145353"
"October 29, 2019",1,"Carolina Herrera",NA,"140,71 €","Very good condition  More infos","Cloth","Beige","18 cm","15 cm","12 cm","Spain","maria","","29/10/2019","8569001"
"February 20, 2020",11,"Carolina Herrera",NA,"139 €","Very good condition  More infos","Cloth","Beige","44 cm","28 cm","15 cm","Spain","canina","","25/11/2019","8811810"
"November 17, 2019",2,"Carolina Herrera",NA,"100 €","Very good condition  More infos","Leather","Brown","34 cm","32 cm","18 cm","Spain","patricia","","16/11/2019","8725775"
"March 4, 2020",13,"Carolina Herrera",NA,"249 €","Very good condition  More infos","Fur","Red","24 cm","27 cm","19 cm","Spain","Mai","","12/11/2019","8691928"
"August 28, 2019",1,"Carolina Herrera",NA,"274,62 €","Very good condition  More infos","Leather","Black","28 cm","17 cm","12 cm","Spain","jordina","","27/08/2019","8105469"
"January 1, 2020",8,"Carolina Herrera",NA,"60 €","Very good condition  More infos","Cloth","Brown","22 cm","10 cm","7 cm","Belgium","Elisavet","","21/12/2019","9015748"
"September 5, 2019",2,"Carolina Herrera",NA,"219,61 €","Very good condition  More infos","Leather","Other","25 cm","18 cm",NA,"France","eva","","22/08/2019","8073712"
"February 5, 2020",14,"Carolina Herrera",NA,"120,76 €","Good condition  More infos","Leather","Blue","30 cm","25 cm","13 cm","United Kingdom","rui","","14/12/2019","8969448"
"February 18, 2020",10,"Carolina Herrera",NA,"115,37 €","Very good condition  More infos","Leather","Red","17 cm","13 cm","5 cm","Spain","maria","","03/09/2019","8145386"
"May 1, 2020",79,"Carolina Herrera",NA,"120 €","Good condition  More infos","Leather","Brown","37 cm","20 cm","12 cm","France","Vestiaire Collective","Dustbag","06/09/2019","8165325"
"January 19, 2020",9,"Carolina Herrera",NA,"185 €","Good condition  More infos","Fur","Green","50 cm","30 cm","21 cm","Spain","Carmen","","13/12/2019","8957951"
"February 26, 2020",14,"Carolina Herrera",NA,"100 €","Very good condition  More infos","Fur","Black","37 cm","29 cm","17 cm","Spain","julia","","17/11/2019","8733026"
"June 7, 2020",12,"Carolina Herrera",NA,"100 €","Very good condition  More infos","Fur","Grey","16 cm","16 cm","9 cm","Spain","beatriz","","09/10/2019","8407532"
"June 8, 2020",25,"Carolina Herrera",NA,"250 €","Very good condition  More infos","Leather","Camel","40 cm","24 cm","19 cm","Spain","laura","","02/10/2019","8346556"
"April 14, 2020",24,"Carolina Herrera",NA,"262,21 €","Very good condition  More infos","Leather","Beige","17.8 cm","22.9 cm",NA,"United Kingdom","shonamac","","07/12/2019","8912517"
"January 29, 2020",6,"Carolina Herrera",NA,"250 €","Very good condition  More infos","Fur","Camel","30 cm","26 cm","15 cm","Spain","Ana","","05/11/2019","8628075"
"May 3, 2020",7,"Carolina Herrera",NA,"137,92 €","Very good condition  More infos","Leather","Red","40 cm","24 cm",NA,"Vestiaire Collective New York","Vestiaire Collective New York","","24/09/2019","8289333"
"February 3, 2020",4,"Carolina Herrera",NA,"175 €","Very good condition  More infos","Cloth","Brown","35 cm","27 cm","13 cm","Spain","Victoria","","10/10/2019","8413719"
"November 7, 2019",1,"Carolina Herrera",NA,"105 €","Very good condition  More infos","Leather","Camel","30 cm","18 cm","15 cm","Spain","kewaybags","","03/11/2019","8608419"
"November 23, 2019",1,"Carolina Herrera",NA,"183,57 €","Good condition  More infos","Leather","Black","15.2 cm","10.2 cm",NA,"United Kingdom","hanna","","22/11/2019","8777215"
"October 4, 2019",3,"Carolina Herrera",NA,"180,20 €","Very good condition  More infos","Leather","Red","18 cm","12 cm","4 cm","France","Josette","","04/10/2019","8365103"
"January 9, 2020",3,"Carolina Herrera",NA,"250 €","Very good condition  More infos","Fur","Burgundy","38 cm","28 cm","19 cm","Spain","juan","Dustbag ,Card or certificate","28/11/2019","8838991"
"April 13, 2020",33,"Carolina Herrera",NA,"224 €","Very good condition  More infos","Cloth","Red","21 cm","14 cm","5 cm","Spain","kewaybags","","14/12/2019","8967747"
"April 20, 2020",14,"Carolina Herrera",NA,"101,29 €","Good condition  More infos","Leather","Pink","20 cm","10 cm","5 cm","France","marieke","","01/12/2019","8856208"
"March 3, 2020",9,"Carolina Herrera",NA,"129,02 €","Good condition  More infos","Leather","Gold","44.5 cm","30.5 cm","35.6 cm","United Kingdom","fab","","12/11/2019","8691761"
"January 10, 2020",5,"Carolina Herrera",NA,"147 €","Good condition  More infos","Leather","Black","33 cm","24 cm","15 cm","Portugal","Yola","","10/10/2019","8416162"
"February 27, 2020",8,"Carolina Herrera",NA,"48,72 €","Good condition  More infos","Leather","Other","24.1 cm","14 cm","5.1 cm","Bulgaria","ivelina","","29/11/2019","8840820"
"June 5, 2020",8,"Carolina Herrera",NA,"120 €","Very good condition  More infos","Leather","Beige","54 cm","30 cm","23 cm","Spain","marta","","08/09/2019","8175542"
"January 21, 2020",14,"Carolina Herrera",NA,"129 €","Very good condition  More infos","Cloth","Beige","34 cm","26 cm","17 cm","Belgium","Urte","","20/10/2019","8498947"
"December 14, 2019",7,"Carolina Herrera",NA,"85 €","Very good condition  More infos","Cloth","Other","25 cm","16 cm",NA,"France","amel","","22/10/2019","8511488"
"September 12, 2019",0,"Carolina Herrera",NA,"355 €","Very good condition  More infos","Leather","Ecru","28 cm","50 cm","20 cm","Spain","elena","","10/09/2019","8191763"
"February 6, 2020",10,"Carolina Herrera",NA,"108,86 €","Good condition  More infos","Cloth","Ecru","33 cm","39 cm","14 cm","The Canary Islands","zenobia","Dustbag","09/12/2019","8929950"
"January 13, 2020",9,"Carolina Herrera",NA,"151,47 €","Good condition  More infos","Leather","Beige","27 cm","20 cm","18 cm","Spain","carolina","","16/11/2019","8728803"
"August 29, 2019",3,"Carolina Herrera",NA,"210,23 €","Very good condition  More infos","Leather","Pink","38 cm","25 cm","20 cm","Spain","jordina","","14/08/2019","8037123"
"March 9, 2020",13,"Carolina Herrera",NA,"125 €","Very good condition  More infos","Fur","Brown","45 cm","25 cm","24 cm","Spain","victoria","","21/10/2019","8502754"
"April 13, 2020",10,"Carolina Herrera",NA,"200 €","Very good condition  More infos","Fur","Black","32 cm","24 cm","19 cm","Spain","Pilar","","01/10/2019","8345843"
"October 14, 2019",7,"Carolina Herrera",NA,"78,84 €","Good condition  More infos","Leather","Black","15 cm","20 cm",NA,"Romania","alina","","09/09/2019","8183776"
"May 4, 2020",18,"Carolina Herrera",NA,"115 €","Good condition  More infos","Leather","Brown","34 cm","33 cm","17 cm","Portugal","Maria","","25/11/2019","8809265"
"December 19, 2019",6,"Carolina Herrera",NA,"357,98 €","Very good condition  More infos","Leather","Navy","27 cm","24 cm","19 cm","Spain","Anaid","","01/09/2019","8129791"
"September 13, 2019",2,"Carolina Herrera",NA,"270 €","Very good condition  More infos","Fur","Orange","28 cm","30 cm","23 cm","Spain","mafi","","11/09/2019","8201516"
"November 24, 2019",1,"Carolina Herrera",NA,"65 €","Good condition  More infos","Cloth","Brown","28 cm","15 cm","8 cm","Spain","myriam","","24/11/2019","8794790"
"December 2, 2019",3,"Carolina Herrera",NA,"450 €","Very good condition  More infos","Leather","Black","52 cm","28 cm","20 cm","Spain","maria","","25/07/2019","7932216"
"November 9, 2019",7,"Carolina Herrera",NA,"150 €","Very good condition  More infos","Fur","Other","46 cm","25 cm","25 cm","Spain","Leticia","","10/09/2019","8191967"
"October 2, 2019",2,"Carolina Herrera",NA,"100 €","Very good condition  More infos","Fur","Brown","25 cm","14 cm","10 cm","Spain","amparo","","25/09/2019","8297968"
"January 26, 2020",16,"Carolina Herrera",NA,"310 €","Very good condition  More infos","Cloth","Other","26 cm","27 cm","20 cm","Luxembourg","magali","","09/10/2019","8410161"
"April 12, 2020",6,"Carolina Herrera",NA,"250 €","Good condition  More infos","Leather","Brown","28 cm","23 cm","21 cm","Spain","Yulia","","18/11/2019","8749031"
"October 14, 2019",4,"Carolina Herrera",NA,"130 €","Good condition  More infos","Leather","Red","35.1 cm","19.6 cm","19.1 cm","Spain","Claudia","","14/10/2019","8444530"
"January 6, 2020",2,"Carolina Herrera",NA,"295 €","Very good condition  More infos","Leather","Brown","29 cm","27 cm","20 cm","Spain","kewaybags","","14/12/2019","8963894"
"March 4, 2020",0,"Carolina Herrera",NA,"56,55 €","Fair condition  More infos","Leather","Beige","38 cm","29 cm","12 cm","United Kingdom","erika","","23/12/2019","9026971"
"November 9, 2019",5,"Carolina Herrera",NA,"80 €","Good condition  More infos","Cloth","Beige","30 cm","18 cm","15 cm","Spain","Sonia","","27/10/2019","8556111"
"October 10, 2019",2,"Carolina Herrera",NA,"65 €","Good condition  More infos","Leather","Blue","28 cm","17 cm",NA,"France","Alicia","","25/09/2019","8297076"
"December 21, 2019",1,"Carolina Herrera",NA,"85 €","Fair condition  More infos","Fur","Blue","35 cm","27 cm",NA,"Spain","marian","","19/12/2019","9002837"
"September 3, 2019",4,"Carolina Herrera",NA,"92 €","Very good condition  More infos","Leather","Other","22 cm","14 cm","7 cm","Spain","Patricia","","26/06/2019","7779282"
"October 16, 2019",0,"Carolina Herrera",NA,"280 €","Good condition  More infos","Leather","Grey","36 cm","26 cm","18 cm","Spain","lorena","Dustbag","14/10/2019","8444390"
"February 21, 2020",5,"Carolina Herrera",NA,"210 €","Never worn, with tag  More infos","Leather","Navy","30 cm","32 cm","22 cm","Portugal","patricia","","07/02/2020","9386049"
"September 16, 2019",1,"Carolina Herrera",NA,"120 €","Good condition  More infos","Leather","Red","48 cm","35 cm",NA,"Spain","elvira","","28/08/2019","8111476"
"October 5, 2019",0,"Carolina Herrera",NA,"151 €","Very good condition  More infos","Cotton","Camel","26 cm","32 cm","13 cm","Spain","kewaybags","","21/09/2019","8271543"
"November 17, 2019",3,"Carolina Herrera",NA,"190 €","Good condition  More infos","Patent leather","Black","40 cm","24 cm","20 cm","Spain","lucia","","25/09/2019","8297193"
"March 1, 2020",0,"Carolina Herrera",NA,"80 €","Fair condition  More infos","Cloth","Brown","30 cm","44 cm","10 cm","Spain","esther","","12/01/2020","9158188"
"June 7, 2020",10,"Carolina Herrera",NA,"270 €","Good condition  More infos","Leather","Beige","28 cm","22 cm","20 cm","Spain","monica","Dustbag","23/09/2019","8280386"
"March 6, 2020",23,"Carolina Herrera",NA,"134,83 €","Good condition  More infos","Leather","Black","45 cm","30 cm","19 cm","Spain","natali","","17/07/2019","7889981"
"November 20, 2019",0,"Carolina Herrera",NA,"99 €","Very good condition  More infos","Suede","Brown","36 cm","24 cm","17 cm","Portugal","quartier latin","","19/11/2019","8759231"
"November 19, 2019",13,"Carolina Herrera",NA,"165 €","Very good condition  More infos","Leather","Brown","33 cm","26 cm",NA,"Portugal","safira","","07/06/2019","7639100"
"March 22, 2020",8,"Carolina Herrera",NA,"700 €","Very good condition  More infos","Fur","Brown","24 cm","19 cm",NA,"Spain","renuevo","","28/11/2019","8838866"
"June 6, 2020",3,"Carolina Herrera",NA,"120 €","Good condition  More infos","Leather","Multicolour","28 cm","17 cm","9 cm","Spain","kewaybags","","06/11/2019","8634349"
"October 11, 2019",0,"Carolina Herrera",NA,"110 €","Good condition  More infos","Leather","Brown","19 cm","16 cm","11 cm","Spain","maria","","03/09/2019","8145439"
"February 12, 2020",93,"Carolina Herrera",NA,"195 €","Very good condition  More infos","Leather","Black","14 cm","10 cm","5 cm","Italy","Clara","Dustbag","06/05/2019","7456739"
"February 21, 2020",7,"Carolina Herrera",NA,"108 €","Good condition  More infos","Leather","Brown","37 cm","25 cm","18 cm","Spain","kewaybags","","17/12/2019","8992106"
"April 9, 2020",37,"Carolina Herrera",NA,"115 €","Good condition  More infos","Cloth","Beige","47 cm","27 cm","14 cm","Portugal","quartier latin","Dustbag","26/11/2019","8812050"
"July 22, 2020",7,"Carolina Herrera",NA,"216 €","Good condition  More infos","Leather","White","36 cm","28 cm","13 cm","Spain","kewaybags","","05/11/2019","8626585"
"February 12, 2020",5,"Carolina Herrera",NA,"125 €","Good condition  More infos","Patent leather","Brown","34 cm","23 cm","16 cm","Spain","maria","Dustbag","14/10/2019","8444636"
"October 16, 2019",0,"Carolina Herrera",NA,"275 €","Good condition  More infos","Fur","Brown","30 cm","26 cm","14 cm","Spain","maria","","15/10/2019","8455293"
"February 5, 2020",17,"Carolina Herrera",NA,"140 €","Good condition  More infos","Cloth","Brown","44 cm","33 cm","13 cm","Spain","mercedes","","15/09/2019","8223996"
"August 9, 2019",4,"Carolina Herrera",NA,"131,86 €","Very good condition  More infos","Leather","Khaki","36 cm","22 cm","17 cm","Sweden","a","","14/05/2019","7507829"
"March 25, 2020",17,"Carolina Herrera",NA,"40 €","Fair condition  More infos","Fur","White","15 cm","9 cm","4 cm","Spain","alba","","03/11/2019","8610747"
"September 11, 2019",7,"Carolina Herrera",NA,"90,97 €","Good condition  More infos","Leather","Red","26 cm","16 cm","7 cm","United Kingdom","nadia","","14/08/2019","8037616"
"August 30, 2019",5,"Carolina Herrera",NA,"150 €","Very good condition  More infos","Leather","Brown","43 cm","38 cm","10 cm","Spain","maria","Dustbag","05/06/2019","7649148"
"November 17, 2019",5,"Carolina Herrera",NA,"295 €","Good condition  More infos","Leather","Brown","50 cm","26 cm","20 cm","Spain","Marina","","01/09/2019","8127727"
"February 11, 2020",28,"Carolina Herrera",NA,"164,10 €","Very good condition  More infos","Linen","Beige","21 cm","31 cm",NA,"Spain","renuevo","Dustbag ,Original box","26/08/2019","8099294"
"November 7, 2019",19,"Carolina Herrera",NA,"100 €","Very good condition  More infos","Leather","Camel","28 cm","17 cm","9 cm","Spain","M. Teresa","Dustbag","29/04/2019","7409981"
"December 25, 2019",10,"Carolina Herrera",NA,"79 €","Very good condition  More infos","Cloth","Brown","38 cm","20 cm","10.5 cm","The Canary Islands","olga","","26/07/2019","7934272"
"December 11, 2019",20,"Carolina Herrera",NA,"125 €","Good condition  More infos","Leather","Green","32 cm","24 cm","4 cm","Spain","maria","","25/07/2019","7932248"
"February 4, 2020",21,"Carolina Herrera",NA,"175 €","Very good condition  More infos","Fur","Beige","17 cm","28 cm",NA,"Spain","renuevo","Dustbag","27/08/2019","8103775"
"June 24, 2020",158,"Carolina Herrera",NA,"99,13 €","Very good condition  More infos","Leather","Khaki","28.6 cm","22.2 cm","15.2 cm","United States","amlul","","23/08/2018","6047591"
"October 20, 2019",0,"Carolina Herrera",NA,"65 €","Fair condition  More infos","Leather","Brown","30 cm","24 cm","22 cm","Spain","isabel","","19/10/2019","8490261"
"January 22, 2020",3,"Carolina Herrera",NA,"63 €","Very good condition  More infos","Polyester","Black","28 cm","28 cm","15 cm","Portugal","marta","","10/04/2019","7294963"
"January 23, 2020",26,"Carolina Herrera",NA,"140 €","Very good condition  More infos","Cloth","Ecru","25,5 cm","12 cm","8 cm","Spain","MTeresa","","28/04/2019","7404654"
"September 15, 2019",1,"Carolina Herrera",NA,"105 €","Good condition  More infos","Leather","Camel","38 cm","26 cm","13 cm","Spain","kewaybags","","14/09/2019","8219094"
"October 25, 2019",3,"Carolina Herrera",NA,"71,89 €","Very good condition  More infos","Polyester","Black",NA,NA,NA,"Portugal","marta","","10/04/2019","7294992"
"May 9, 2020",20,"Carolina Herrera",NA,"290 €","Very good condition  More infos","Leather","Brown","32 cm","27 cm","12 cm","Spain","vanesa","","07/04/2019","7270232"
"May 1, 2020",8,"Carolina Herrera",NA,"200 €","Very good condition  More infos","Suede","Camel","25 cm","38 cm","13 cm","Spain","Aina","","30/03/2019","7233090"
"September 12, 2019",21,"Carolina Herrera",NA,"100 €","Very good condition  More infos","Cloth","Brown","38 cm","020 cm","30 cm","Spain","carla","","21/05/2019","7557880"
"February 8, 2020",36,"Carolina Herrera",NA,"70 €","Good condition  More infos","Leather","Black","26 cm","14 cm","9 cm","Spain","M. Teresa","","28/04/2019","7410012"
"November 22, 2019",4,"Carolina Herrera",NA,"380 €","Very good condition  More infos","Synthetic","Brown","26 cm","21 cm","14 cm","Spain","Alejandra","","22/04/2019","7366549"
"May 18, 2020",18,"Carolina Herrera",NA,"79 €","Very good condition  More infos","Cotton","Pink",NA,NA,NA,"Spain","Abi","","01/04/2019","7247215"
"August 18, 2019",1,"Carolina Herrera",NA,"363,85 €","Good condition  More infos","Leather","Black","17 cm","12 cm","7 cm","United Arab Emirates","The Luxury Closet","","31/07/2019","7964448"
"April 30, 2020",42,"Carolina Herrera",NA,"159 €","Good condition  More infos","Cloth","Silver","23 cm","18 cm","5 cm","Vestiaire Collective Paris","Vestiaire Collective Paris","Dustbag","22/05/2019","7557446"
"August 26, 2019",0,"Carolina Herrera",NA,"154,78 €","Good condition  More infos","Leather","Green","35 cm","26 cm","18 cm","Spain","kewaybags","","21/08/2019","8065031"
"July 15, 2020",22,"Carolina Herrera",NA,"90 €","Very good condition  More infos","Leather","Black","34 cm","17 cm","13 cm","Spain","maria teresa","","02/11/2018","6499557"
"August 22, 2019",9,"Carolina Herrera",NA,"125,62 €","Fair condition  More infos","Leather","Blue","30 cm","20 cm","13 cm","United Kingdom","rui","","04/07/2019","7819985"
"October 20, 2019",4,"Carolina Herrera",NA,"105 €","Fair condition  More infos","Suede","Purple","36 cm","29 cm","18 cm","Portugal","Manuela","","02/09/2019","8137003"
"September 24, 2019",2,"Carolina Herrera",NA,"165 €","Good condition  More infos","Leather","Brown","26 cm","24 cm","17 cm","Spain","mayola","","07/09/2019","8172348"
"September 12, 2019",3,"Carolina Herrera",NA,"448,06 €","Good condition  More infos","Leather","Beige","22.5 cm","16 cm","7.5 cm","United Arab Emirates","The Luxury Closet","","02/08/2019","7975401"
"January 14, 2020",2,"Carolina Herrera",NA,"102 €","Good condition  More infos","Synthetic","Brown","39 cm","42 cm","2 cm","Spain","kewaybags","","23/08/2019","8080363"
"December 10, 2019",17,"Carolina Herrera",NA,"150 €","Very good condition  More infos","Suede","Pink","23 cm","14 cm","3 cm","Spain","kewaybags","","28/03/2019","7220472"
"May 9, 2020",12,"Carolina Herrera",NA,"109,12 €","Good condition  More infos","Leather","Red","24 cm","12 cm","8 cm","Vestiaire Collective Paris","Vestiaire Collective Paris","","24/01/2019","6902890"
"February 15, 2020",42,"Carolina Herrera",NA,"300 €","Very good condition  More infos","Leather","Beige","30 cm","21 cm","13 cm","Spain","Trendylive","","10/06/2018","5813389"
"August 29, 2019",2,"Carolina Herrera",NA,"235 €","Good condition  More infos","Linen","Brown","36 cm","30 cm","13 cm","Spain","kewaybags","","24/05/2019","7570518"
"May 1, 2020",35,"Carolina Herrera",NA,"325 €","Very good condition  More infos","Leather","Black","22 cm","15 cm","8 cm","Spain","marine","","21/06/2018","5882517"
"August 14, 2019",6,"Carolina Herrera",NA,"40 €","Fair condition  More infos","Cotton","White",NA,NA,NA,"Spain","Conchita","","27/04/2019","7401514"
"June 8, 2020",20,"Carolina Herrera",NA,"120 €","Very good condition  More infos","Fur","Grey","21 cm","22 cm","10 cm","Spain","Paula","","23/09/2018","6281521"
"August 9, 2019",0,"Carolina Herrera",NA,"239,56 €","Very good condition  More infos","Leather","Black","35 cm","27 cm","15 cm","Spain","kewaybags","","12/04/2019","7290748"
"December 17, 2019",18,"Carolina Herrera",NA,"57 €","Fair condition  More infos","Cotton","Beige","28 cm","15 cm","10 cm","Spain","mar","","10/06/2019","7679424"
"June 4, 2020",68,"Carolina Herrera",NA,"350 €","Very good condition  More infos","Leather","Blue","21.5 cm","16.5 cm","11 cm","France","jeanne","Dustbag","23/03/2017","3748495"
"April 17, 2020",31,"Carolina Herrera",NA,"146,95 €","Good condition  More infos","Leather","Blue","28 cm","20 cm","20 cm","Spain","kewaybags","","14/04/2019","7319961"
"February 24, 2020",25,"Carolina Herrera",NA,"104 €","Good condition  More infos","Patent leather","Red","37 cm","30 cm","3 cm","The Canary Islands","Ángeles","Card or certificate","11/10/2018","6367334"
"February 28, 2020",30,"Carolina Herrera",NA,"381,61 €","Very good condition  More infos","Leather","Grey","26,5 cm","20 cm","10,5 cm","Portugal","liliana","","07/08/2017","4335715"
"June 15, 2020",30,"Carolina Herrera",NA,"135 €","Very good condition  More infos","Leather","Brown","40 cm","20 cm","15 cm","Spain","Paola","","04/10/2017","4578699"
"August 6, 2020",8,"Cartier",NA,"177,97 €","Never worn  More infos","Leather","Black","21 cm","27 cm","8 cm","Italy","Giancarlo","","04/08/2020","11283195"
"August 6, 2020",20,"Cartier","Panthère","320 €","Very good condition  More infos","Leather","Black","32 cm","23 cm","9 cm","Italy","Elena","","28/07/2020","11219324"
"August 5, 2020",29,"Cartier",NA,"150 €","Very good condition  More infos","Leather","Burgundy","24 cm","23 cm","7 cm","Italy","pasqualina","","16/07/2020","11090640"
